cidade,aids
355330 Tambaú,6
355340 Tanabi,11
355350 Tapiraí,3
355360 Tapiratiba,1
355365 Taquaral,3
355370 Taquaritinga,54
355380 Taquarituba,14
355385 Taquarivaí,4
355390 Tarabai,2
355395 Tarumã,6
355400 Tatuí,93
355410 Taubaté,248
355430 Teodoro Sampaio,12
355440 Terra Roxa,3
355450 Tietê,18
355465 Torre de Pedra,1
355470 Torrinha,4
355475 Trabiju,1
355480 Tremembé,40
355490 Três Fronteiras,1
355495 Tuiuti,3
355500 Tupã,51
355510 Tupi Paulista,26
355520 Turiúba,1
355530 Turmalina,1
355535 Ubarana,3
355540 Ubatuba,76
355560 Uchoa,2
355580 Urânia,5
355600 Urupês,5
355610 Valentim Gentil,8
355620 Valinhos,70
355630 Valparaíso,14
355635 Vargem,3
355640 Vargem Grande do Sul,37
355645 Vargem Grande Paulista,19
355650 Várzea Paulista,64
355660 Vera Cruz,3
355670 Vinhedo,31
355680 Viradouro,16
355690 Vista Alegre do Alto,4
355695 Vitória Brasil,1
355700 Votorantim,96
355710 Votuporanga,77
350000 Município ignorado - SP,10
410020 Adrianópolis,3
410030 Agudos do Sul,4
410040 Almirante Tamandaré,132
410060 Alto Paraná,8
410070 Alto Piquiri,4
410050 Altônia,7
410080 Alvorada do Sul,8
410090 Amaporã,3
410100 Ampére,5
410110 Andirá,3
410115 Ângulo,1
410120 Antonina,15
410130 Antônio Olinto,2
410140 Apucarana,104
410150 Arapongas,90
410160 Arapoti,15
410170 Araruna,6
410180 Araucária,142
410190 Assaí,12
410200 Assis Chateaubriand,16
410210 Astorga,14
410220 Atalaia,2
410230 Balsa Nova,2
410240 Bandeirantes,20
410270 Barra do Jacaré,1
410260 Barracão,1
410280 Bela Vista do Paraíso,13
410290 Bituruna,5
410300 Boa Esperança,1
410302 Boa Esperança do Iguaçu,3
410305 Boa Vista da Aparecida,10
410310 Bocaiúva do Sul,10
410315 Bom Jesus do Sul,3
410322 Bom Sucesso do Sul,1
410330 Borrazópolis,1
410335 Braganey,2
410337 Brasilândia do Sul,1
410340 Cafeara,2
410345 Cafelândia,8
410347 Cafezal do Sul,1
410350 Califórnia,3
410360 Cambará,10
410370 Cambé,85
410380 Cambira,5
410390 Campina da Lagoa,4
410395 Campina do Simão,1
410400 Campina Grande do Sul,58
410410 Campo do Tenente,2
410420 Campo Largo,77
410425 Campo Magro,23
410430 Campo Mourão,74
410440 Cândido de Abreu,7
410442 Candói,6
410445 Cantagalo,3
410450 Capanema,10
410460 Capitão Leônidas Marques,15
410465 Carambeí,9
410470 Carlópolis,3
410480 Cascavel,392
410490 Castro,55
410500 Catanduvas,4
410510 Centenário do Sul,8
410520 Cerro Azul,8
410530 Céu Azul,4
410540 Chopinzinho,3
410550 Cianorte,58
410560 Cidade Gaúcha,4
410570 Clevelândia,12
410580 Colombo,261
410590 Colorado,15
410600 Congonhinhas,6
410610 Conselheiro Mairinck,3
410620 Contenda,12
410630 Corbélia,6
410640 Cornélio Procópio,28
410645 Coronel Domingos Soares,2
410650 Coronel Vivida,20
410655 Corumbataí do Sul,4
410680 Cruz Machado,3
410660 Cruzeiro do Oeste,18
410690 Curitiba,2358
410700 Curiúva,5
410715 Diamante D'Oeste,1
410710 Diamante do Norte,1
410720 Dois Vizinhos,16
410725 Douradina,4
410730 Doutor Camargo,4
412863 Doutor Ulysses,2
410740 Enéas Marques,2
410750 Engenheiro Beltrão,4
410753 Entre Rios do Oeste,1
410754 Espigão Alto do Iguaçu,3
410755 Farol,3
410760 Faxinal,5
410765 Fazenda Rio Grande,107
410770 Fênix,1
410773 Fernandes Pinheiro,5
410775 Figueira,4
410780 Floraí,1
410790 Floresta,3
410800 Florestópolis,3
410810 Flórida,3
410820 Formosa do Oeste,7
410830 Foz do Iguaçu,313
410845 Foz do Jordão,2
410832 Francisco Alves,4
410840 Francisco Beltrão,73
410850 General Carneiro,5
410855 Godoy Moreira,1
410860 Goioerê,3
410865 Goioxim,1
410870 Grandes Rios,1
410880 Guaíra,51
410890 Guairaçá,2
410895 Guamiranga,1
410900 Guapirama,1
410910 Guaporema,1
410920 Guaraci,1
410930 Guaraniaçu,10
410940 Guarapuava,189
410950 Guaraqueçaba,4
410960 Guaratuba,80
410965 Honório Serpa,1
410970 Ibaiti,35
410975 Ibema,1
410980 Ibiporã,39
410990 Icaraíma,5
411000 Iguaraçu,7
411005 Iguatu,3
411007 Imbaú,2
411010 Imbituva,2
411020 Inácio Martins,1
411040 Indianópolis,4
411060 Iporã,5
411065 Iracema do Oeste,1
411070 Irati,22
411080 Iretama,6
411090 Itaguajé,3
411095 Itaipulândia,5
411100 Itambaracá,4
411110 Itambé,2
411120 Itapejara d'Oeste,4
411125 Itaperuçu,11
411130 Itaúna do Sul,1
411140 Ivaí,4
411150 Ivaiporã,14
411155 Ivaté,2
411160 Ivatuba,2
411170 Jaboti,2
411180 Jacarezinho,37
411190 Jaguapitã,11
411200 Jaguariaíva,18
411210 Jandaia do Sul,6
411220 Janiópolis,1
411230 Japira,2
411240 Japurá,5
411250 Jardim Alegre,1
411270 Jataizinho,10
411275 Jesuítas,1
411280 Joaquim Távora,6
411295 Juranda,4
411300 Jussara,2
411310 Kaloré,2
411320 Lapa,20
411325 Laranjal,5
411330 Laranjeiras do Sul,21
411340 Leópolis,1
411345 Lindoeste,2
411350 Loanda,13
411360 Lobato,2
411370 Londrina,569
411373 Luiziana,1
411375 Lunardelli,3
411380 Lupionópolis,2
411390 Mallet,3
411400 Mamborê,10
411410 Mandaguaçu,11
411420 Mandaguari,37
411430 Mandirituba,16
411440 Mangueirinha,3
411450 Manoel Ribas,4
411460 Marechal Cândido Rondon,38
411470 Maria Helena,1
411480 Marialva,22
411490 Marilândia do Sul,1
411500 Marilena,1
411510 Mariluz,4
411520 Maringá,480
411530 Mariópolis,1
411540 Marmeleiro,10
411545 Marquinho,1
411550 Marumbi,1
411560 Matelândia,12
411570 Matinhos,51
411575 Mauá da Serra,2
411580 Medianeira,42
411590 Mirador,1
411600 Miraselva,1
411605 Missal,1
411610 Moreira Sales,8
411620 Morretes,22
411630 Munhoz de Melo,5
411640 Nossa Senhora das Graças,2
411650 Nova Aliança do Ivaí,2
411660 Nova América da Colina,2
411670 Nova Aurora,9
411680 Nova Cantu,1
411690 Nova Esperança,14
411695 Nova Esperança do Sudoeste,1
411700 Nova Fátima,12
411705 Nova Laranjeiras,2
411710 Nova Londrina,6
411720 Nova Olímpia,6
411725 Nova Prata do Iguaçu,2
411721 Nova Santa Bárbara,3
411722 Nova Santa Rosa,1
411727 Nova Tebas,3
411729 Novo Itacolomi,1
411730 Ortigueira,7
411740 Ourizona,2
411745 Ouro Verde do Oeste,1
411750 Paiçandu,40
411760 Palmas,29
411770 Palmeira,14
411780 Palmital,10
411790 Palotina,22
411800 Paraíso do Norte,4
411810 Paranacity,6
411820 Paranaguá,292
411840 Paranavaí,45
411845 Pato Bragado,2
411850 Pato Branco,108
411860 Paula Freitas,3
411870 Paulo Frontin,1
411880 Peabiru,9
411885 Perobal,1
411890 Pérola,11
411900 Pérola d'Oeste,2
411910 Piên,3
411915 Pinhais,245
411920 Pinhalão,3
411930 Pinhão,9
411940 Piraí do Sul,14
411950 Piraquara,125
411960 Pitanga,14
411965 Pitangueiras,3
411970 Planaltina do Paraná,2
411980 Planalto,6
411990 Ponta Grossa,370
411995 Pontal do Paraná,37
412000 Porecatu,7
412010 Porto Amazonas,2
412015 Porto Barreiro,1
412020 Porto Rico,3
412035 Pranchita,6
412040 Presidente Castelo Branco,1
412050 Primeiro de Maio,1
412060 Prudentópolis,16
412070 Quatiguá,5
412080 Quatro Barras,19
412085 Quatro Pontes,1
412090 Quedas do Iguaçu,17
412100 Querência do Norte,6
412110 Quinta do Sol,3
412120 Quitandinha,5
412130 Rancho Alegre,3
412140 Realeza,9
412150 Rebouças,11
412160 Renascença,3
412170 Reserva,9
412180 Ribeirão Claro,6
412190 Ribeirão do Pinhal,12
412200 Rio Azul,1
412210 Rio Bom,1
412215 Rio Bonito do Iguaçu,2
412220 Rio Branco do Sul,17
412230 Rio Negro,13
412240 Rolândia,59
412250 Roncador,6
412260 Rondon,4
412265 Rosário do Ivaí,2
412270 Sabáudia,2
412280 Salgado Filho,1
412300 Salto do Lontra,5
412320 Santa Cecília do Pavão,5
412330 Santa Cruz de Monte Castelo,2
412340 Santa Fé,4
412350 Santa Helena,23
412380 Santa Izabel do Oeste,4
412382 Santa Lúcia,2
412385 Santa Maria do Oeste,1
412390 Santa Mariana,4
412402 Santa Tereza do Oeste,3
412405 Santa Terezinha de Itaipu,23
412400 Santana do Itararé,1
412410 Santo Antônio da Platina,18
412430 Santo Antônio do Paraíso,2
412440 Santo Antônio do Sudoeste,7
412450 Santo Inácio,1
412460 São Carlos do Ivaí,1
412470 São Jerônimo da Serra,8
412480 São João,2
412490 São João do Caiuá,1
412500 São João do Ivaí,5
412510 São João do Triunfo,1
412520 São Jorge d'Oeste,7
412530 São Jorge do Ivaí,1
412535 São Jorge do Patrocínio,4
412540 São José da Boa Vista,1
412545 São José das Palmeiras,1
412550 São José dos Pinhais,351
412560 São Mateus do Sul,9
412570 São Miguel do Iguaçu,15
412575 São Pedro do Iguaçu,5
412580 São Pedro do Ivaí,3
412600 São Sebastião da Amoreira,7
412610 São Tomé,9
412620 Sapopema,4
412625 Sarandi,136
412627 Saudade do Iguaçu,1
412635 Serranópolis do Iguaçu,2
412640 Sertaneja,2
412650 Sertanópolis,11
412660 Siqueira Campos,8
412665 Sulina,1
412667 Tamarana,4
412670 Tamboara,1
412680 Tapejara,11
412690 Tapira,1
412700 Teixeira Soares,2
412710 Telêmaco Borba,17
412720 Terra Boa,5
412730 Terra Rica,3
412740 Terra Roxa,14
412750 Tibagi,8
412760 Tijucas do Sul,7
412770 Toledo,148
412780 Tomazina,3
412785 Três Barras do Paraná,8
412788 Tunas do Paraná,2
412790 Tuneiras do Oeste,2
412795 Tupãssi,2
412796 Turvo,4
412800 Ubiratã,15
412810 Umuarama,62
412820 União da Vitória,35
412840 Uraí,11
412853 Ventania,2
412855 Vera Cruz do Oeste,5
412860 Verê,4
412865 Virmond,1
412870 Vitorino,7
412850 Wenceslau Braz,11
412880 Xambrê,1
410000 Município ignorado - PR,1
420005 Abdon Batista,4
420010 Abelardo Luz,10
420020 Agrolândia,6
420030 Agronômica,4
420040 Água Doce,1
420050 Águas de Chapecó,5
420055 Águas Frias,2
420060 Águas Mornas,7
420070 Alfredo Wagner,3
420080 Anchieta,1
420090 Angelina,2
420100 Anita Garibaldi,6
420110 Anitápolis,1
420120 Antônio Carlos,5
420125 Apiúna,15
420127 Arabutã,1
420130 Araquari,41
420140 Araranguá,107
420150 Armazém,4
420160 Arroio Trinta,1
420165 Arvoredo,1
420170 Ascurra,14
420180 Atalanta,2
420190 Aurora,2
420195 Balneário Arroio do Silva,29
420205 Balneário Barra do Sul,15
420200 Balneário Camboriú,447
420207 Balneário Gaivota,18
420208 Bandeirante,2
420209 Barra Bonita,1
420210 Barra Velha,54
420213 Bela Vista do Toldo,1
420220 Benedito Novo,5
420230 Biguaçu,185
420240 Blumenau,572
420257 Bom Jesus do Oeste,1
420260 Bom Retiro,5
420245 Bombinhas,26
420270 Botuverá,5
420280 Braço do Norte,38
420285 Braço do Trombudo,6
420287 Brunópolis,5
420290 Brusque,209
420300 Caçador,50
420310 Caibi,2
420315 Calmon,3
420320 Camboriú,175
420330 Campo Alegre,4
420340 Campo Belo do Sul,2
420350 Campo Erê,5
420360 Campos Novos,32
420370 Canelinha,10
420380 Canoinhas,28
420390 Capinzal,18
420395 Capivari de Baixo,27
420400 Catanduvas,14
420410 Caxambu do Sul,2
420415 Celso Ramos,1
420417 Cerro Negro,3
420420 Chapecó,238
420425 Cocal do Sul,14
420430 Concórdia,33
420435 Cordilheira Alta,1
420440 Coronel Freitas,3
420455 Correia Pinto,11
420450 Corupá,9
420460 Criciúma,388
420470 Cunha Porã,3
420480 Curitibanos,24
420500 Dionísio Cerqueira,4
420510 Dona Emma,1
420515 Doutor Pedrinho,2
420517 Entre Rios,6
420519 Ermo,2
420520 Erval Velho,1
420530 Faxinal dos Guedes,4
420540 Florianópolis,1388
420543 Formosa do Sul,2
420545 Forquilhinha,31
420550 Fraiburgo,15
420560 Galvão,1
420570 Garopaba,17
420580 Garuva,15
420590 Gaspar,76
420600 Governador Celso Ramos,24
420610 Grão Pará,7
420620 Gravatal,16
420630 Guabiruba,24
420640 Guaraciaba,4
420650 Guaramirim,36
420660 Guarujá do Sul,2
420665 Guatambú,3
420670 Herval d'Oeste,31
420680 Ibicaré,3
420690 Ibirama,30
420700 Içara,88
420710 Ilhota,11
420720 Imaruí,8
420730 Imbituba,84
420740 Imbuia,5
420750 Indaial,73
420757 Iomerê,2
420760 Ipira,1
420765 Iporã do Oeste,4
420768 Ipuaçu,10
420770 Ipumirim,3
420775 Iraceminha,3
420780 Irani,4
420785 Irati,1
420790 Irineópolis,1
420800 Itá,1
420810 Itaiópolis,4
420820 Itajaí,657
420830 Itapema,107
420840 Itapiranga,2
420845 Itapoá,19
420850 Ituporanga,17
420870 Jacinto Machado,4
420880 Jaguaruna,22
420890 Jaraguá do Sul,208
420900 Joaçaba,20
420910 Joinville,899
420915 José Boiteux,10
420917 Jupiá,1
420930 Lages,249
420940 Laguna,70
420950 Laurentino,2
420960 Lauro Muller,20
420970 Lebon Régis,8
420980 Leoberto Leal,1
420985 Lindóia do Sul,1
420990 Lontras,6
421000 Luiz Alves,9
421003 Luzerna,3
421005 Macieira,1
421010 Mafra,27
421020 Major Gercino,4
421040 Maracajá,5
421050 Maravilha,16
421055 Marema,1
421060 Massaranduba,9
421080 Meleiro,4
421085 Mirim Doce,2
421090 Modelo,6
421100 Mondaí,7
421105 Monte Carlo,9
421110 Monte Castelo,4
421120 Morro da Fumaça,6
421125 Morro Grande,1
421130 Navegantes,165
421140 Nova Erechim,2
421150 Nova Trento,8
421160 Nova Veneza,5
421170 Orleans,37
421175 Otacílio Costa,10
421185 Ouro Verde,4
421187 Paial,1
421189 Painel,1
421190 Palhoça,389
421200 Palma Sola,5
421205 Palmeira,2
421210 Palmitos,10
421220 Papanduva,7
421223 Paraíso,1
421225 Passo de Torres,1
421227 Passos Maia,1
421230 Paulo Lopes,3
421240 Pedras Grandes,1
421250 Penha,45
421260 Peritiba,1
421270 Petrolândia,3
421280 Piçarras,39
421290 Pinhalzinho,14
421300 Pinheiro Preto,2
421310 Piratuba,1
421320 Pomerode,24
421330 Ponte Alta,1
421335 Ponte Alta do Norte,3
421340 Ponte Serrada,8
421350 Porto Belo,31
421360 Porto União,20
421370 Pouso Redondo,18
421380 Praia Grande,8
421400 Presidente Getúlio,8
421420 Quilombo,1
421460 Rio do Oeste,5
421480 Rio do Sul,117
421470 Rio dos Cedros,6
421490 Rio Fortuna,1
421500 Rio Negrinho,15
421505 Rio Rufino,2
421510 Rodeio,14
421530 Salete,6
421540 Salto Veloso,1
421545 Sangão,16
421550 Santa Cecília,16
421560 Santa Rosa de Lima,1
421565 Santa Rosa do Sul,7
421570 Santo Amaro da Imperatriz,35
421580 São Bento do Sul,57
421575 São Bernardino,3
421590 São Bonifácio,1
421600 São Carlos,2
421605 São Cristovão do Sul,14
421610 São Domingos,3
421620 São Francisco do Sul,100
421630 São João Batista,32
421635 São João do Itaperiú,1
421625 São João do Oeste,3
421640 São João do Sul,6
421650 São Joaquim,25
421660 São José,625
421670 São José do Cedro,7
421680 São José do Cerrito,6
421690 São Lourenço do Oeste,8
421700 São Ludgero,9
421715 São Miguel da Boa Vista,1
421720 São Miguel do Oeste,19
421725 São Pedro de Alcântara,10
421730 Saudades,2
421740 Schroeder,5
421750 Seara,7
421760 Siderópolis,17
421770 Sombrio,40
421775 Sul Brasil,1
421780 Taió,8
421790 Tangará,2
421800 Tijucas,86
421810 Timbé do Sul,1
421820 Timbó,48
421825 Timbó Grande,2
421830 Três Barras,7
421835 Treviso,2
421840 Treze de Maio,5
421850 Treze Tílias,5
421860 Trombudo Central,6
421870 Tubarão,193
421875 Tunápolis,1
421880 Turvo,8
421885 União do Oeste,2
421890 Urubici,7
421895 Urupema,2
421900 Urussanga,17
421910 Vargeão,5
421915 Vargem,1
421917 Vargem Bonita,1
421920 Vidal Ramos,4
421930 Videira,32
421935 Vitor Meireles,4
421940 Witmarsum,1
421950 Xanxerê,62
421960 Xavantina,1
421970 Xaxim,25
421985 Zortéa,1
430003 Aceguá,1
430010 Agudo,2
430030 Alecrim,5
430040 Alegrete,90
430047 Almirante Tamandaré do Sul,3
430050 Alpestre,3
430055 Alto Alegre,1
430057 Alto Feliz,1
430060 Alvorada,489
430063 Amaral Ferrador,1
430064 Ametista do Sul,7
430066 André da Rocha,2
430070 Anta Gorda,2
430080 Antônio Prado,2
430085 Arambaré,1
430087 Araricá,4
430090 Aratiba,1
430100 Arroio do Meio,19
430107 Arroio do Padre,2
430105 Arroio do Sal,11
430120 Arroio do Tigre,5
430110 Arroio dos Ratos,22
430130 Arroio Grande,25
430140 Arvorezinha,1
430150 Augusto Pestana,4
430160 Bagé,166
430163 Balneário Pinhal,14
430165 Barão,1
430170 Barão de Cotegipe,1
430175 Barão do Triunfo,3
430187 Barra do Quaraí,4
430190 Barra do Ribeiro,8
430192 Barra do Rio Azul,1
430200 Barros Cassal,8
430210 Bento Gonçalves,110
430220 Boa Vista do Buricá,4
430222 Boa Vista do Cadeado,3
430223 Boa Vista do Incra,5
430225 Boa Vista do Sul,2
430230 Bom Jesus,16
430235 Bom Princípio,4
430240 Bom Retiro do Sul,11
430245 Boqueirão do Leão,2
430250 Bossoroca,5
430265 Brochier,1
430270 Butiá,23
430280 Caçapava do Sul,45
430290 Cacequi,10
430300 Cachoeira do Sul,95
430310 Cachoeirinha,238
430320 Cacique Doble,2
430340 Caiçara,1
430350 Camaquã,94
430360 Cambará do Sul,2
430380 Campinas do Sul,4
430390 Campo Bom,67
430400 Campo Novo,5
430420 Candelária,25
430435 Candiota,9
430440 Canela,54
430450 Canguçu,22
430460 Canoas,789
430462 Capão Bonito do Sul,1
430463 Capão da Canoa,116
430465 Capão do Cipó,2
430466 Capão do Leão,25
430468 Capela de Santana,8
430469 Capitão,1
430467 Capivari do Sul,10
430471 Caraá,4
430470 Carazinho,55
430480 Carlos Barbosa,20
430490 Casca,2
430495 Caseiros,3
430500 Catuípe,6
430510 Caxias do Sul,504
430512 Cerrito,6
430513 Cerro Branco,1
430517 Cerro Grande do Sul,6
430520 Cerro Largo,9
430530 Chapada,4
430535 Charqueadas,115
430540 Chiapetta,1
430543 Chuí,5
430545 Cidreira,27
430570 Condor,6
430580 Constantina,3
430587 Coronel Barros,1
430590 Coronel Bicaco,2
430593 Coronel Pilar,3
430595 Cotiporã,2
430600 Crissiumal,7
430605 Cristal,4
430607 Cristal do Sul,1
430610 Cruz Alta,135
430620 Cruzeiro do Sul,9
430630 David Canabarro,2
430632 Derrubadas,3
430637 Dilermando de Aguiar,1
430640 Dois Irmãos,32
430645 Dois Lajeados,2
430650 Dom Feliciano,8
430660 Dom Pedrito,63
430670 Dona Francisca,3
430675 Doutor Ricardo,2
430676 Eldorado do Sul,72
430680 Encantado,21
430690 Encruzilhada do Sul,17
430692 Engenho Velho,1
430695 Entre Rios do Sul,2
430693 Entre-Ijuís,5
430700 Erechim,62
430705 Ernestina,2
430720 Erval Grande,1
430730 Erval Seco,1
430740 Esmeralda,1
430745 Esperança do Sul,1
430750 Espumoso,25
430755 Estação,1
430760 Estância Velha,40
430770 Esteio,144
430780 Estrela,35
430781 Estrela Velha,1
430783 Eugênio de Castro,1
430786 Fagundes Varela,1
430790 Farroupilha,52
430800 Faxinal do Soturno,2
430805 Faxinalzinho,1
430807 Fazenda Vilanova,2
430810 Feliz,10
430820 Flores da Cunha,15
430830 Fontoura Xavier,1
430840 Formigueiro,6
430843 Forquetinha,1
430845 Fortaleza dos Valos,8
430850 Frederico Westphalen,23
430860 Garibaldi,31
430870 Gaurama,6
430880 General Câmara,8
430890 Getúlio Vargas,7
430900 Giruá,19
430905 Glorinha,9
430910 Gramado,58
430912 Gramado dos Loureiros,1
430915 Gramado Xavier,4
430920 Gravataí,460
430930 Guaíba,176
430940 Guaporé,17
430950 Guarani das Missões,4
430710 Herval,15
430957 Herveiras,1
430960 Horizontina,13
430965 Hulha Negra,3
430970 Humaitá,1
430980 Ibiaçá,2
430990 Ibiraiaras,2
430995 Ibirapuitã,1
431000 Ibirubá,24
431010 Igrejinha,40
431020 Ijuí,72
431030 Ilópolis,4
431033 Imbé,38
431036 Imigrante,2
431040 Independência,3
431041 Inhacorá,3
431043 Ipê,1
431050 Iraí,1
431053 Itaara,1
431055 Itacurubi,1
431060 Itaqui,58
431065 Itati,1
431070 Itatiba do Sul,2
431075 Ivorá,1
431080 Ivoti,24
431085 Jaboticaba,2
431100 Jaguarão,37
431110 Jaguari,5
431112 Jaquirana,1
431115 Jóia,2
431120 Júlio de Castilhos,17
431127 Lagoa dos Três Cantos,2
431130 Lagoa Vermelha,47
431125 Lagoão,2
431140 Lajeado,145
431150 Lavras do Sul,5
431160 Liberato Salzano,1
431162 Lindolfo Collor,6
431171 Maçambara,1
431170 Machadinho,1
431173 Mampituba,3
431175 Manoel Viana,7
431177 Maquiné,3
431179 Maratá,1
431180 Marau,24
431198 Mariana Pimentel,4
431205 Marques de Souza,2
431210 Mata,1
431213 Mato Castelhano,4
431215 Mato Leitão,1
431220 Maximiliano de Almeida,1
431225 Minas do Leão,14
431230 Miraguaí,2
431240 Montenegro,154
431242 Mormaço,1
431244 Morrinhos do Sul,2
431245 Morro Redondo,3
431247 Morro Reuter,6
431250 Mostardas,9
431260 Muçum,3
431261 Muitos Capões,2
431265 Não-Me-Toque,8
431270 Nonoai,4
431280 Nova Araçá,1
431290 Nova Bassano,1
431295 Nova Boa Vista,2
431300 Nova Bréscia,3
431303 Nova Esperança do Sul,3
431306 Nova Hartz,17
431310 Nova Palma,1
431320 Nova Petrópolis,6
431330 Nova Prata,18
431335 Nova Roma do Sul,1
431337 Nova Santa Rita,39
431349 Novo Barreiro,4
431339 Novo Cabrais,1
431340 Novo Hamburgo,550
431344 Novo Tiradentes,2
431346 Novo Xingu,2
431350 Osório,117
431365 Palmares do Sul,21
431370 Palmeira das Missões,35
431380 Palmitinho,2
431390 Panambi,30
431395 Pantano Grande,18
431400 Paraí,2
431402 Paraíso do Sul,6
431403 Pareci Novo,2
431405 Parobé,51
431407 Passo do Sobrado,2
431410 Passo Fundo,233
431415 Paverama,5
431420 Pedro Osório,8
431430 Pejuçara,1
431440 Pelotas,668
431442 Picada Café,2
431445 Pinhal,13
431447 Pinhal Grande,6
431449 Pinheirinho do Vale,1
431450 Pinheiro Machado,9
431460 Piratini,7
431470 Planalto,3
431475 Poço das Antas,2
431477 Pontão,1
431480 Portão,33
431490 Porto Alegre,4761
431500 Porto Lucena,4
431507 Porto Vera Cruz,1
431510 Porto Xavier,13
431515 Progresso,3
431530 Quaraí,11
431531 Quatro Irmãos,2
431532 Quevedos,1
431535 Quinze de Novembro,1
431540 Redentora,4
431550 Restinga Seca,22
431560 Rio Grande,615
431570 Rio Pardo,62
431580 Roca Sales,6
431590 Rodeio Bonito,3
431595 Rolador,1
431600 Rolante,12
431610 Ronda Alta,8
431620 Rondinha,2
431630 Roque Gonzales,4
431640 Rosário do Sul,38
431642 Sagrada Família,1
431643 Saldanha Marinho,1
431645 Salto do Jacuí,6
431647 Salvador das Missões,1
431650 Salvador do Sul,7
431660 Sananduva,6
431670 Santa Bárbara do Sul,8
431673 Santa Cecília do Sul,1
431680 Santa Cruz do Sul,215
431697 Santa Margarida do Sul,1
431690 Santa Maria,454
431720 Santa Rosa,59
431730 Santa Vitória do Palmar,62
431700 Santana da Boa Vista,8
431710 Santana do Livramento,78
431740 Santiago,63
431750 Santo Ângelo,90
431760 Santo Antônio da Patrulha,51
431770 Santo Antônio das Missões,1
431780 Santo Augusto,8
431790 Santo Cristo,6
431800 São Borja,70
431805 São Domingos do Sul,2
431810 São Francisco de Assis,8
431820 São Francisco de Paula,23
431830 São Gabriel,59
431840 São Jerônimo,40
431843 São João do Polêsine,1
431848 São José do Hortêncio,2
431850 São José do Norte,32
431860 São José do Ouro,1
431862 São José dos Ausentes,3
431870 São Leopoldo,491
431880 São Lourenço do Sul,24
431890 São Luiz Gonzaga,40
431900 São Marcos,20
431910 São Martinho,3
431912 São Martinho da Serra,4
431915 São Miguel das Missões,3
431920 São Nicolau,4
431935 São Pedro da Serra,1
431936 São Pedro das Missões,4
431937 São Pedro do Butiá,1
431940 São Pedro do Sul,9
431950 São Sebastião do Caí,26
431960 São Sepé,17
431973 São Valério do Sul,1
431975 São Vendelino,2
431980 São Vicente do Sul,3
431990 Sapiranga,102
432000 Sapucaia do Sul,290
432010 Sarandi,12
432020 Seberi,6
432023 Sede Nova,1
432030 Selbach,2
432035 Sentinela do Sul,8
432040 Serafina Corrêa,8
432045 Sério,1
432050 Sertão,2
432055 Sertão Santana,3
432065 Silveira Martins,1
432070 Sobradinho,12
432080 Soledade,28
432085 Tabaí,2
432090 Tapejara,13
432100 Tapera,6
432110 Tapes,22
432120 Taquara,56
432130 Taquari,18
432135 Tavares,6
432140 Tenente Portela,11
432143 Terra de Areia,3
432145 Teutônia,23
432146 Tio Hugo,1
432147 Tiradentes do Sul,2
432150 Torres,56
432160 Tramandaí,150
432166 Três Cachoeiras,5
432170 Três Coroas,25
432180 Três de Maio,23
432183 Três Forquilhas,3
432185 Três Palmeiras,2
432190 Três Passos,15
432195 Trindade do Sul,7
432200 Triunfo,33
432210 Tucunduva,2
432218 Tupanci do Sul,2
432220 Tupanciretã,14
432225 Tupandi,1
432230 Tuparendi,2
432232 Turuçu,1
432234 Ubiretama,1
432235 União da Serra,1
432240 Uruguaiana,198
432250 Vacaria,65
432253 Vale do Sol,4
432254 Vale Real,2
432252 Vale Verde,1
432260 Venâncio Aires,61
432270 Vera Cruz,38
432280 Veranópolis,24
432300 Viamão,580
432310 Vicente Dutra,4
432330 Vila Flores,1
432340 Vila Maria,4
432345 Vila Nova do Sul,1
432370 Vista Gaúcha,2
432377 Westfalia,1
432380 Xangri-lá,41
500020 Água Clara,14
500025 Alcinópolis,6
500060 Amambaí,63
500070 Anastácio,13
500080 Anaurilândia,5
500085 Angélica,6
500090 Antônio João,1
500100 Aparecida do Taboado,27
500110 Aquidauana,41
500124 Aral Moreira,5
500150 Bandeirantes,7
500190 Bataguassu,13
500200 Batayporã,3
500210 Bela Vista,19
500215 Bodoquena,2
500220 Bonito,10
500230 Brasilândia,12
500240 Caarapó,29
500260 Camapuã,8
500270 Campo Grande,1262
500280 Caracol,5
500290 Cassilândia,33
500295 Chapadão do Sul,16
500310 Corguinho,2
500315 Coronel Sapucaia,20
500320 Corumbá,128
500325 Costa Rica,25
500330 Coxim,48
500345 Deodápolis,10
500348 Dois Irmãos do Buriti,3
500350 Douradina,6
500370 Dourados,335
500375 Eldorado,24
500380 Fátima do Sul,8
500390 Figueirão,1
500400 Glória de Dourados,3
500410 Guia Lopes da Laguna,9
500430 Iguatemi,17
500440 Inocência,5
500450 Itaporã,9
500460 Itaquiraí,9
500470 Ivinhema,17
500480 Japorã,16
500490 Jaraguari,2
500500 Jardim,24
500510 Jateí,5
500515 Juti,9
500520 Ladário,14
500525 Laguna Carapã,5
500540 Maracaju,34
500560 Miranda,19
500568 Mundo Novo,16
500570 Naviraí,79
500580 Nioaque,4
500600 Nova Alvorada do Sul,10
500620 Nova Andradina,46
500630 Paranaíba,57
500635 Paranhos,4
500640 Pedro Gomes,4
500660 Ponta Porã,88
500690 Porto Murtinho,8
500710 Ribas do Rio Pardo,23
500720 Rio Brilhante,37
500730 Rio Negro,7
