"cidade","tuberculose"
"330010 Angra dos Reis",583
"330015 Aperibé",12
"330020 Araruama",176
"330022 Areal",12
"330023 Armação dos Búzios",113
"330025 Arraial do Cabo",73
"330030 Barra do Piraí",176
"330040 Barra Mansa",282
"330045 Belford Roxo",1790
"330050 Bom Jardim",28
"330060 Bom Jesus do Itabapoana",56
"330070 Cabo Frio",680
"330080 Cachoeiras de Macacu",62
"330090 Cambuci",24
"330100 Campos dos Goytacazes",1752
"330110 Cantagalo",45
"330093 Carapebus",17
"330115 Cardoso Moreira",13
"330120 Carmo",29
"330130 Casimiro de Abreu",64
"330095 Comendador Levy Gasparian",13
"330140 Conceição de Macabu",37
"330150 Cordeiro",27
"330160 Duas Barras",25
"330170 Duque de Caxias",4494
"330180 Engenheiro Paulo de Frontin",18
"330185 Guapimirim",151
"330187 Iguaba Grande",49
"330190 Itaboraí",649
"330200 Itaguaí",449
"330205 Italva",18
"330210 Itaocara",28
"330220 Itaperuna",267
"330225 Itatiaia",84
"330227 Japeri",660
"330230 Laje do Muriaé",20
"330240 Macaé",559
"330245 Macuco",11
"330250 Magé",1020
"330260 Mangaratiba",101
"330270 Maricá",391
"330280 Mendes",47
"330285 Mesquita",795
"330290 Miguel Pereira",25
"330300 Miracema",68
"330310 Natividade",24
"330320 Nilópolis",633
"330330 Niterói",1470
"330340 Nova Friburgo",302
"330350 Nova Iguaçu",3850
"330360 Paracambi",186
"330370 Paraíba do Sul",89
"330380 Paraty",175
"330385 Paty do Alferes",38
"330390 Petrópolis",512
"330395 Pinheiral",51
"330400 Piraí",65
"330410 Porciúncula",35
"330411 Porto Real",36
"330412 Quatis",25
"330414 Queimados",578
"330415 Quissamã",24
"330420 Resende",283
"330430 Rio Bonito",126
"330440 Rio Claro",9
"330450 Rio das Flores",10
"330452 Rio das Ostras",329
"330455 Rio de Janeiro",37511
"330460 Santa Maria Madalena",11
"330470 Santo Antônio de Pádua",75
"330480 São Fidélis",62
"330475 São Francisco de Itabapoana",19
"330490 São Gonçalo",3391
"330500 São João da Barra",29
"330510 São João de Meriti",2218
"330513 São José de Ubá",10
"330515 São José do Vale do Rio Preto",28
"330520 São Pedro da Aldeia",181
"330530 São Sebastião do Alto",17
"330540 Sapucaia",30
"330550 Saquarema",208
"330555 Seropédica",189
"330560 Silva Jardim",45
"330570 Sumidouro",22
"330575 Tanguá",59
"330580 Teresópolis",310
"330590 Trajano de Moraes",6
"330600 Três Rios",284
"330610 Valença",125
"330615 Varre-Sai",5
"330620 Vassouras",57
"330630 Volta Redonda",1009
"330000 Município ignorado - RJ",7
"350010 Adamantina",30
"350020 Adolfo",4
"350030 Aguaí",34
"350040 Águas da Prata",1
"350050 Águas de Lindóia",17
"350055 Águas de Santa Bárbara",7
"350060 Águas de São Pedro",2
"350070 Agudos",47
"350075 Alambari",4
"350080 Alfredo Marcondes",1
"350090 Altair",3
"350100 Altinópolis",16
"350110 Alto Alegre",9
"350115 Alumínio",11
"350130 Álvares Machado",21
"350140 Álvaro de Carvalho",144
"350150 Alvinlândia",3
"350160 Americana",231
"350170 Américo Brasiliense",42
"350180 Américo de Campos",3
"350190 Amparo",77
"350200 Analândia",2
"350210 Andradina",146
"350220 Angatuba",23
"350230 Anhembi",8
"350240 Anhumas",1
"350250 Aparecida",80
"350260 Aparecida d'Oeste",2
"350270 Apiaí",11
"350275 Araçariguama",34
"350280 Araçatuba",195
"350290 Araçoiaba da Serra",34
"350310 Arandu",3
"350315 Arapeí",3
"350320 Araraquara",231
"350330 Araras",198
"350340 Arealva",5
"350350 Areias",7
"350360 Areiópolis",10
"350370 Ariranha",4
"350380 Artur Nogueira",45
"350390 Arujá",118
"350395 Aspásia",2
"350400 Assis",171
"350410 Atibaia",213
"350420 Auriflama",11
"350440 Avanhandava",91
"350450 Avaré",129
"350460 Bady Bassitt",33
"350470 Balbinos",269
"350480 Bálsamo",4
"350490 Bananal",54
"350500 Barão de Antonina",1
"350510 Barbosa",6
"350520 Bariri",26
"350530 Barra Bonita",27
"350540 Barra do Turvo",8
"350550 Barretos",147
"350560 Barrinha",56
"350570 Barueri",604
"350580 Bastos",16
"350590 Batatais",40
"350600 Bauru",1213
"350610 Bebedouro",122
"350620 Bento de Abreu",1
"350630 Bernardino de Campos",105
"350635 Bertioga",254
"350640 Bilac",1
"350650 Birigui",101
"350660 Biritiba-Mirim",49
"350670 Boa Esperança do Sul",28
"350680 Bocaina",10
"350690 Bofete",15
"350700 Boituva",52
"350710 Bom Jesus dos Perdões",15
"350715 Bom Sucesso de Itararé",2
"350740 Borborema",9
"350745 Borebi",2
"350750 Botucatu",166
"350760 Bragança Paulista",240
"350770 Braúna",2
"350775 Brejo Alegre",5
"350780 Brodowski",26
"350790 Brotas",15
"350800 Buri",20
"350810 Buritama",20
"350820 Buritizal",1
"350830 Cabrália Paulista",2
"350840 Cabreúva",71
"350850 Caçapava",128
"350860 Cachoeira Paulista",31
"350870 Caconde",13
"350880 Cafelândia",9
"350890 Caiabu",1
"350900 Caieiras",150
"350910 Caiuá",35
"350920 Cajamar",93
"350925 Cajati",85
"350930 Cajobi",2
"350940 Cajuru",20
"350945 Campina do Monte Alegre",2
"350950 Campinas",2171
"350960 Campo Limpo Paulista",106
"350970 Campos do Jordão",37
"350980 Campos Novos Paulista",9
"350990 Cananéia",63
"350995 Canas",5
"351000 Cândido Mota",21
"351010 Cândido Rodrigues",2
"351015 Canitar",7
"351020 Capão Bonito",67
"351030 Capela do Alto",179
"351040 Capivari",79
"351050 Caraguatatuba",538
"351060 Carapicuíba",1215
"351070 Cardoso",16
"351080 Casa Branca",111
"351090 Cássia dos Coqueiros",3
"351100 Castilho",34
"351110 Catanduva",93
"351120 Catiguá",5
"351130 Cedral",8
"351140 Cerqueira César",188
"351150 Cerquilho",32
"351160 Cesário Lange",18
"351170 Charqueada",18
"355720 Chavantes",11
"351190 Clementina",2
"351200 Colina",22
"351210 Colômbia",2
"351220 Conchal",38
"351230 Conchas",20
"351240 Cordeirópolis",32
"351250 Coroados",7
"351260 Coronel Macedo",10
"351270 Corumbataí",2
"351280 Cosmópolis",117
"351290 Cosmorama",10
"351300 Cotia",474
"351310 Cravinhos",33
"351320 Cristais Paulista",3
"351330 Cruzália",2
"351340 Cruzeiro",154
"351350 Cubatão",652
"351360 Cunha",10
"351370 Descalvado",27
"351380 Diadema",967
"351385 Dirce Reis",1
"351390 Divinolândia",5
"351400 Dobrada",3
"351410 Dois Córregos",14
"351430 Dourado",6
"351440 Dracena",204
"351450 Duartina",27
"351460 Dumont",8
"351470 Echaporã",8
"351480 Eldorado",27
"351490 Elias Fausto",17
"351500 Embu das Artes",626
"351510 Embu-Guaçu",188
"351512 Emilianópolis",5
"351515 Engenheiro Coelho",28
"351518 Espírito Santo do Pinhal",48
"351519 Espírito Santo do Turvo",4
"355730 Estiva Gerbi",10
"351520 Estrela d'Oeste",6
"351530 Estrela do Norte",1
"351535 Euclides da Cunha Paulista",4
"351540 Fartura",17
"351560 Fernando Prestes",4
"351550 Fernandópolis",75
"351565 Fernão",2
"351570 Ferraz de Vasconcelos",459
"351590 Floreal",1
"351600 Flórida Paulista",163
"351610 Florínia",66
"351620 Franca",346
"351630 Francisco Morato",351
"351640 Franco da Rocha",851
"351650 Gabriel Monteiro",3
"351660 Gália",6
"351670 Garça",43
"351680 Gastão Vidigal",3
"351685 Gavião Peixoto",3
"351690 General Salgado",2
"351700 Getulina",178
"351710 Glicério",2
"351720 Guaiçara",19
"351730 Guaimbê",8
"351740 Guaíra",28
"351750 Guapiaçu",14
"351760 Guapiara",12
"351770 Guará",23
"351780 Guaraçaí",8
"351790 Guaraci",20
"351800 Guarani d'Oeste",1
"351810 Guarantã",7
"351820 Guararapes",23
"351830 Guararema",26
"351840 Guaratinguetá",172
"351850 Guareí",216
"351860 Guariba",23
"351870 Guarujá",1720
"351880 Guarulhos",3140
"351885 Guatapará",6
"351890 Guzolândia",5
"351900 Herculândia",3
"351905 Holambra",8
"351907 Hortolândia",672
"351910 Iacanga",10
"351920 Iacri",1
"351925 Iaras",44
"351930 Ibaté",33
"351940 Ibirá",11
"351950 Ibirarema",9
"351960 Ibitinga",96
"351970 Ibiúna",95
"351980 Icém",26
"351990 Iepê",16
"352000 Igaraçu do Tietê",53
"352010 Igarapava",27
"352020 Igaratá",7
"352030 Iguape",116
"352042 Ilha Comprida",22
"352044 Ilha Solteira",18
"352040 Ilhabela",48
"352050 Indaiatuba",244
"352060 Indiana",6
"352070 Indiaporã",4
"352080 Inúbia Paulista",2
"352090 Ipaussu",20
"352100 Iperó",204
"352110 Ipeúna",6
"352115 Ipiguá",6
"352120 Iporanga",4
"352130 Ipuã",17
"352140 Iracemápolis",21
"352150 Irapuã",4
"352160 Irapuru",166
"352170 Itaberá",6
"352180 Itaí",43
"352190 Itajobi",10
"352200 Itaju",2
"352210 Itanhaém",580
"352215 Itaóca",1
"352220 Itapecerica da Serra",449
"352230 Itapetininga",401
"352240 Itapeva",160
"352250 Itapevi",635
"352260 Itapira",89
"352265 Itapirapuã Paulista",2
"352270 Itápolis",28
"352280 Itaporanga",23
"352290 Itapuí",15
"352300 Itapura",6
"352310 Itaquaquecetuba",682
"352320 Itararé",48
"352330 Itariri",47
"352340 Itatiba",150
"352350 Itatinga",26
"352360 Itirapina",128
"352380 Itobi",7
"352390 Itu",268
"352400 Itupeva",50
"352410 Ituverava",45
"352420 Jaborandi",7
"352430 Jaboticabal",69
"352440 Jacareí",313
"352450 Jaci",7
"352460 Jacupiranga",32
"352470 Jaguariúna",67
"352480 Jales",42
"352490 Jambeiro",1
"352500 Jandira",232
"352510 Jardinópolis",159
"352520 Jarinu",64
"352530 Jaú",167
"352550 Joanópolis",9
"352570 José Bonifácio",37
"352580 Júlio Mesquita",11
"352585 Jumirim",1
"352590 Jundiaí",582
"352600 Junqueirópolis",224
"352610 Juquiá",45
"352620 Juquitiba",62
"352630 Lagoinha",7
"352640 Laranjal Paulista",69
"352650 Lavínia",491
"352660 Lavrinhas",7
"352670 Leme",136
"352680 Lençóis Paulista",101
"352690 Limeira",426
"352700 Lindóia",3
"352710 Lins",138
"352720 Lorena",176
"352725 Lourdes",1
"352730 Louveira",35
"352740 Lucélia",168
"352750 Lucianópolis",2
"352760 Luís Antônio",4
"352770 Luiziânia",1
"352780 Lupércio",4
"352790 Lutécia",2
"352800 Macatuba",13
"352810 Macaubal",3
"352820 Macedônia",3
"352830 Magda",5
"352840 Mairinque",94
"352850 Mairiporã",110
"352860 Manduri",6
"352870 Marabá Paulista",147
"352880 Maracaí",6
"352890 Mariápolis",3
"352900 Marília",469
"352920 Martinópolis",283
"352930 Matão",71
"352940 Mauá",916
"352950 Mendonça",3
"352960 Meridiano",4
"352965 Mesópolis",8
"352970 Miguelópolis",18
"352980 Mineiros do Tietê",13
"353000 Mira Estrela",3
"352990 Miracatu",48
"353010 Mirandópolis",411
"353020 Mirante do Paranapanema",13
"353030 Mirassol",65
"353040 Mirassolândia",4
"353050 Mococa",71
"353060 Mogi das Cruzes",952
"353070 Mogi Guaçu",185
"353080 Mogi Mirim",89
"353090 Mombuca",11
"353100 Monções",1
"353110 Mongaguá",609
"353120 Monte Alegre do Sul",2
"353130 Monte Alto",66
"353140 Monte Aprazível",23
"353150 Monte Azul Paulista",17
"353160 Monte Castelo",3
"353180 Monte Mor",97
"353170 Monteiro Lobato",2
"353190 Morro Agudo",39
"353200 Morungaba",4
"353205 Motuca",1
"353210 Murutinga do Sul",2
"353215 Nantes",3
"353220 Narandiba",8
"353230 Natividade da Serra",3
"353240 Nazaré Paulista",21
"353250 Neves Paulista",9
"353260 Nhandeara",10
"353270 Nipoã",3
"353280 Nova Aliança",2
"353282 Nova Campina",7
"353284 Nova Canaã Paulista",1
"353290 Nova Europa",7
"353300 Nova Granada",18
"353320 Nova Independência",8
"353330 Nova Luzitânia",1
"353340 Nova Odessa",62
"353350 Novo Horizonte",24
"353360 Nuporanga",2
"353370 Ocauçu",3
"353380 Óleo",4
"353390 Olímpia",52
"353400 Onda Verde",6
"353410 Oriente",5
"353420 Orindiúva",5
"353430 Orlândia",33
"353440 Osasco",1869
"353450 Oscar Bressane",7
"353460 Osvaldo Cruz",125
"353470 Ourinhos",179
"353480 Ouro Verde",9
"353475 Ouroeste",13
"353490 Pacaembu",400
"353500 Palestina",9
"353510 Palmares Paulista",4
"353520 Palmeira d'Oeste",6
"353530 Palmital",26
"353540 Panorama",25
"353550 Paraguaçu Paulista",98
"353560 Paraibuna",17
"353570 Paraíso",3
"353580 Paranapanema",12
"353590 Paranapuã",6
"353600 Parapuã",8
"353610 Pardinho",6
"353620 Pariquera-Açu",39
"353625 Parisi",6
"353630 Patrocínio Paulista",4
"353640 Paulicéia",7
"353650 Paulínia",147
"353660 Paulo de Faria",11
"353670 Pederneiras",37
"353680 Pedra Bela",4
"353690 Pedranópolis",1
"353700 Pedregulho",2
"353710 Pedreira",51
"353720 Pedro de Toledo",36
"353730 Penápolis",64
"353740 Pereira Barreto",28
"353750 Pereiras",15
"353760 Peruíbe",441
"353780 Piedade",49
"353790 Pilar do Sul",35
"353800 Pindamonhangaba",195
"353810 Pindorama",12
"353820 Pinhalzinho",15
"353830 Piquerobi",4
"353850 Piquete",13
"353860 Piracaia",31
"353870 Piracicaba",1019
"353880 Piraju",35
"353890 Pirajuí",301
"353900 Pirangi",5
"353910 Pirapora do Bom Jesus",37
"353920 Pirapozinho",23
"353930 Pirassununga",111
"353940 Piratininga",12
"353950 Pitangueiras",59
"353960 Planalto",8
"353970 Platina",3
"353980 Poá",220
"353990 Poloni",8
"354000 Pompéia",14
"354010 Pongaí",3
"354020 Pontal",102
"354025 Pontalinda",5
"354030 Pontes Gestal",4
"354040 Populina",5
"354050 Porangaba",7
"354060 Porto Feliz",186
"354070 Porto Ferreira",47
"354075 Potim",350
"354080 Potirendaba",17
"354085 Pracinha",99
"354090 Pradópolis",4
"354100 Praia Grande",1814
"354105 Pratânia",7
"354110 Presidente Alves",2
"354120 Presidente Bernardes",268
"354130 Presidente Epitácio",42
"354140 Presidente Prudente",455
"354150 Presidente Venceslau",103
"354160 Promissão",31
"354165 Quadra",4
"354170 Quatá",10
"354180 Queiroz",4
"354190 Queluz",9
"354200 Quintana",6
"354210 Rafard",7
"354220 Rancharia",41
"354230 Redenção da Serra",2
"354240 Regente Feijó",20
"354250 Reginópolis",123
"354260 Registro",189
"354270 Restinga",1
"354280 Ribeira",5
"354290 Ribeirão Bonito",9
"354300 Ribeirão Branco",13
"354310 Ribeirão Corrente",1
"354320 Ribeirão do Sul",5
"354323 Ribeirão dos Índios",2
"354330 Ribeirão Pires",140
"354340 Ribeirão Preto",1176
"354360 Rifaina",2
"354370 Rincão",10
"354380 Rinópolis",4
"354390 Rio Claro",210
"354400 Rio das Pedras",32
"354410 Rio Grande da Serra",75
"354420 Riolândia",141
"354350 Riversul",9
"354425 Rosana",18
"354430 Roseira",7
"354440 Rubiácea",1
"354450 Rubinéia",1
"354460 Sabino",2
"354470 Sagres",2
"354480 Sales",5
"354490 Sales Oliveira",6
"354500 Salesópolis",14
"354510 Salmourão",5
"354515 Saltinho",7
"354520 Salto",136
"354530 Salto de Pirapora",68
"354540 Salto Grande",28
"354550 Sandovalina",4
"354560 Santa Adélia",7
"354570 Santa Albertina",6
"354580 Santa Bárbara d'Oeste",171
"354600 Santa Branca",16
"354610 Santa Clara d'Oeste",4
"354620 Santa Cruz da Conceição",2
"354625 Santa Cruz da Esperança",2
"354630 Santa Cruz das Palmeiras",34
"354640 Santa Cruz do Rio Pardo",53
"354650 Santa Ernestina",5
"354660 Santa Fé do Sul",26
"354670 Santa Gertrudes",30
"354680 Santa Isabel",130
"354690 Santa Lúcia",5
"354700 Santa Maria da Serra",3
"354710 Santa Mercedes",4
"354740 Santa Rita d'Oeste",3
"354750 Santa Rita do Passa Quatro",20
"354760 Santa Rosa de Viterbo",9
"354765 Santa Salete",3
"354720 Santana da Ponte Pensa",1
"354730 Santana de Parnaíba",212
"354770 Santo Anastácio",29
"354780 Santo André",1175
"354790 Santo Antônio da Alegria",4
"354800 Santo Antônio de Posse",22
"354805 Santo Antônio do Aracanguá",6
"354810 Santo Antônio do Jardim",2
"354820 Santo Antônio do Pinhal",2
"354830 Santo Expedito",3
"354840 Santópolis do Aguapeí",7
"354850 Santos",2137
"354860 São Bento do Sapucaí",6
"354870 São Bernardo do Campo",1317
"354880 São Caetano do Sul",133
"354890 São Carlos",324
"354900 São Francisco",6
"354910 São João da Boa Vista",74
"354920 São João das Duas Pontes",2
"354925 São João de Iracema",2
"354930 São João do Pau d'Alho",5
"354940 São Joaquim da Barra",41
"354950 São José da Bela Vista",1
"354960 São José do Barreiro",2
"354970 São José do Rio Pardo",42
"354980 São José do Rio Preto",706
"354990 São José dos Campos",1014
"354995 São Lourenço da Serra",24
"355000 São Luís do Paraitinga",14
"355010 São Manuel",43
"355020 São Miguel Arcanjo",34
"355030 São Paulo",38157
"355040 São Pedro",36
"355050 São Pedro do Turvo",11
"355060 São Roque",88
"355070 São Sebastião",252
"355080 São Sebastião da Grama",12
"355090 São Simão",14
"355100 São Vicente",2994
"355110 Sarapuí",9
"355120 Sarutaiá",11
"355130 Sebastianópolis do Sul",2
"355140 Serra Azul",178
"355160 Serra Negra",21
"355150 Serrana",41
"355170 Sertãozinho",247
"355180 Sete Barras",33
"355190 Severínia",19
"355200 Silveiras",3
"355210 Socorro",36
"355220 Sorocaba",1190
"355230 Sud Mennucci",3
"355240 Sumaré",376
"355255 Suzanápolis",3
"355250 Suzano",622
"355260 Tabapuã",6
"355270 Tabatinga",11
"355280 Taboão da Serra",668
"355290 Taciba",1
"355300 Taguaí",13
"355310 Taiaçu",7
"355320 Taiúva",5
"355330 Tambaú",18
"355340 Tanabi",22
"355350 Tapiraí",6
"355360 Tapiratiba",1
"355365 Taquaral",7
"355370 Taquaritinga",45
"355380 Taquarituba",142
"355385 Taquarivaí",5
"355390 Tarabai",6
"355395 Tarumã",19
"355400 Tatuí",142
"355410 Taubaté",572
"355420 Tejupá",5
"355430 Teodoro Sampaio",16
"355440 Terra Roxa",8
"355450 Tietê",38
"355460 Timburi",4
"355465 Torre de Pedra",4
"355470 Torrinha",5
"355475 Trabiju",3
"355480 Tremembé",492
"355490 Três Fronteiras",4
"355495 Tuiuti",6
"355500 Tupã",87
"355510 Tupi Paulista",249
"355530 Turmalina",1
"355535 Ubarana",12
"355540 Ubatuba",224
"355550 Ubirajara",4
"355560 Uchoa",17
"355570 União Paulista",3
"355580 Urânia",18
"355590 Uru",2
"355600 Urupês",6
"355610 Valentim Gentil",7
"355620 Valinhos",61
"355630 Valparaíso",302
"355635 Vargem",3
"355640 Vargem Grande do Sul",32
"355645 Vargem Grande Paulista",72
"355650 Várzea Paulista",172
"355660 Vera Cruz",16
"355670 Vinhedo",80
"355680 Viradouro",23
"355690 Vista Alegre do Alto",4
"355695 Vitória Brasil",2
"355700 Votorantim",192
"355710 Votuporanga",91
"355715 Zacarias",2
"410010 Abatiá",5
"410020 Adrianópolis",1
"410030 Agudos do Sul",11
"410040 Almirante Tamandaré",127
"412862 Alto Paraíso",3
"410060 Alto Paraná",19
"410070 Alto Piquiri",14
"410050 Altônia",40
"410080 Alvorada do Sul",8
"410090 Amaporã",3
"410100 Ampére",9
"410105 Anahy",1
"410110 Andirá",23
"410120 Antonina",58
"410130 Antônio Olinto",4
"410140 Apucarana",117
"410150 Arapongas",193
"410160 Arapoti",16
"410170 Araruna",2
"410180 Araucária",134
"410190 Assaí",15
"410200 Assis Chateaubriand",21
"410210 Astorga",16
"410230 Balsa Nova",10
"410240 Bandeirantes",53
"410250 Barbosa Ferraz",10
"410270 Barra do Jacaré",1
"410260 Barracão",3
"410275 Bela Vista da Caroba",2
"410280 Bela Vista do Paraíso",15
"410290 Bituruna",5
"410302 Boa Esperança do Iguaçu",1
"410304 Boa Ventura de São Roque",2
"410305 Boa Vista da Aparecida",12
"410310 Bocaiúva do Sul",13
"410315 Bom Jesus do Sul",1
"410320 Bom Sucesso",7
"410330 Borrazópolis",10
"410335 Braganey",1
"410337 Brasilândia do Sul",3
"410345 Cafelândia",16
"410347 Cafezal do Sul",5
"410350 Califórnia",5
"410360 Cambará",37
"410370 Cambé",155
"410380 Cambira",3
"410390 Campina da Lagoa",10
"410395 Campina do Simão",1
"410400 Campina Grande do Sul",41
"410405 Campo Bonito",5
"410410 Campo do Tenente",4
"410420 Campo Largo",81
"410425 Campo Magro",23
"410430 Campo Mourão",126
"410440 Cândido de Abreu",10
"410442 Candói",9
"410445 Cantagalo",2
"410450 Capanema",18
"410460 Capitão Leônidas Marques",10
"410465 Carambeí",19
"410470 Carlópolis",29
"410480 Cascavel",312
"410490 Castro",76
"410500 Catanduvas",18
"410510 Centenário do Sul",12
"410520 Cerro Azul",10
"410530 Céu Azul",2
"410540 Chopinzinho",9
"410550 Cianorte",46
"410560 Cidade Gaúcha",12
"410570 Clevelândia",3
"410580 Colombo",316
"410590 Colorado",18
"410600 Congonhinhas",6
"410610 Conselheiro Mairinck",10
"410620 Contenda",16
"410630 Corbélia",6
"410640 Cornélio Procópio",46
"410650 Coronel Vivida",17
"410655 Corumbataí do Sul",3
"410680 Cruz Machado",10
"410657 Cruzeiro do Iguaçu",2
"410660 Cruzeiro do Oeste",38
"410670 Cruzeiro do Sul",6
"410685 Cruzmaltina",2
"410690 Curitiba",2073
"410700 Curiúva",16
"410715 Diamante D'Oeste",2
"410710 Diamante do Norte",2
"410712 Diamante do Sul",4
"410720 Dois Vizinhos",20
"410725 Douradina",10
"410730 Doutor Camargo",4
"410750 Engenheiro Beltrão",9
"410753 Entre Rios do Oeste",3
"410752 Esperança Nova",6
"410754 Espigão Alto do Iguaçu",4
"410755 Farol",5
"410760 Faxinal",12
"410765 Fazenda Rio Grande",130
"410770 Fênix",12
"410773 Fernandes Pinheiro",3
"410775 Figueira",21
"410780 Floraí",1
"410790 Floresta",1
"410800 Florestópolis",21
"410810 Flórida",4
"410820 Formosa do Oeste",6
"410830 Foz do Iguaçu",661
"410845 Foz do Jordão",3
"410832 Francisco Alves",10
"410840 Francisco Beltrão",47
"410850 General Carneiro",11
"410855 Godoy Moreira",1
"410860 Goioerê",34
"410865 Goioxim",10
"410870 Grandes Rios",2
"410880 Guaíra",68
"410890 Guairaçá",11
"410900 Guapirama",9
"410920 Guaraci",3
"410930 Guaraniaçu",4
"410940 Guarapuava",172
"410950 Guaraqueçaba",9
"410960 Guaratuba",110
"410965 Honório Serpa",2
"410970 Ibaiti",51
"410975 Ibema",7
"410980 Ibiporã",131
"410990 Icaraíma",5
"411005 Iguatu",7
"411007 Imbaú",13
"411010 Imbituva",15
"411020 Inácio Martins",4
"411030 Inajá",1
"411040 Indianópolis",1
"411050 Ipiranga",7
"411060 Iporã",21
"411065 Iracema do Oeste",2
"411070 Irati",36
"411080 Iretama",9
"411090 Itaguajé",5
"411095 Itaipulândia",8
"411100 Itambaracá",5
"411110 Itambé",1
"411120 Itapejara d'Oeste",2
"411125 Itaperuçu",10
"411140 Ivaí",4
"411150 Ivaiporã",32
"411155 Ivaté",5
"411160 Ivatuba",3
"411170 Jaboti",1
"411180 Jacarezinho",86
"411190 Jaguapitã",23
"411200 Jaguariaíva",33
"411210 Jandaia do Sul",11
"411220 Janiópolis",4
"411230 Japira",2
"411240 Japurá",8
"411250 Jardim Alegre",7
"411260 Jardim Olinda",1
"411270 Jataizinho",42
"411275 Jesuítas",5
"411280 Joaquim Távora",5
"411290 Jundiaí do Sul",6
"411295 Juranda",5
"411300 Jussara",6
"411310 Kaloré",5
"411320 Lapa",37
"411325 Laranjal",7
"411330 Laranjeiras do Sul",36
"411342 Lidianópolis",3
"411345 Lindoeste",4
"411350 Loanda",15
"411360 Lobato",3
"411370 Londrina",801
"411373 Luiziana",3
"411375 Lunardelli",5
"411380 Lupionópolis",11
"411390 Mallet",1
"411400 Mamborê",22
"411410 Mandaguaçu",33
"411420 Mandaguari",14
"411430 Mandirituba",14
"411440 Mangueirinha",2
"411450 Manoel Ribas",8
"411460 Marechal Cândido Rondon",49
"411470 Maria Helena",1
"411480 Marialva",44
"411490 Marilândia do Sul",11
"411500 Marilena",11
"411510 Mariluz",21
"411520 Maringá",351
"411535 Maripá",6
"411540 Marmeleiro",3
"411550 Marumbi",5
"411560 Matelândia",21
"411570 Matinhos",78
"411573 Mato Rico",6
"411575 Mauá da Serra",10
"411580 Medianeira",42
"411585 Mercedes",3
"411590 Mirador",3
"411600 Miraselva",1
"411605 Missal",2
"411610 Moreira Sales",15
"411620 Morretes",37
"411630 Munhoz de Melo",1
"411640 Nossa Senhora das Graças",4
"411660 Nova América da Colina",2
"411670 Nova Aurora",5
"411680 Nova Cantu",12
"411690 Nova Esperança",31
"411700 Nova Fátima",14
"411705 Nova Laranjeiras",15
"411710 Nova Londrina",8
"411720 Nova Olímpia",6
"411725 Nova Prata do Iguaçu",9
"411721 Nova Santa Bárbara",8
"411722 Nova Santa Rosa",6
"411727 Nova Tebas",3
"411729 Novo Itacolomi",3
"411730 Ortigueira",20
"411740 Ourizona",3
"411745 Ouro Verde do Oeste",2
"411750 Paiçandu",43
"411760 Palmas",44
"411770 Palmeira",17
"411780 Palmital",7
"411790 Palotina",30
"411800 Paraíso do Norte",11
"411810 Paranacity",11
"411820 Paranaguá",640
"411830 Paranapoema",1
"411840 Paranavaí",150
"411845 Pato Bragado",1
"411850 Pato Branco",47
"411860 Paula Freitas",3
"411870 Paulo Frontin",1
"411880 Peabiru",8
"411885 Perobal",7
"411890 Pérola",16
"411900 Pérola d'Oeste",3
"411910 Piên",2
"411915 Pinhais",205
"411925 Pinhal de São Bento",1
"411920 Pinhalão",3
"411930 Pinhão",16
"411940 Piraí do Sul",17
"411950 Piraquara",267
"411960 Pitanga",17
"411965 Pitangueiras",1
"411970 Planaltina do Paraná",1
"411980 Planalto",1
"411990 Ponta Grossa",427
"411995 Pontal do Paraná",82
"412000 Porecatu",16
"412010 Porto Amazonas",4
"412015 Porto Barreiro",3
"412020 Porto Rico",3
"412030 Porto Vitória",4
"412033 Prado Ferreira",2
"412035 Pranchita",5
"412040 Presidente Castelo Branco",4
"412050 Primeiro de Maio",7
"412060 Prudentópolis",19
"412065 Quarto Centenário",1
"412070 Quatiguá",4
"412080 Quatro Barras",30
"412085 Quatro Pontes",1
"412090 Quedas do Iguaçu",32
"412100 Querência do Norte",22
"412110 Quinta do Sol",5
"412120 Quitandinha",17
"412125 Ramilândia",7
"412130 Rancho Alegre",2
"412135 Rancho Alegre D'Oeste",8
"412140 Realeza",8
"412150 Rebouças",9
"412160 Renascença",2
"412170 Reserva",23
"412175 Reserva do Iguaçu",1
"412180 Ribeirão Claro",16
"412190 Ribeirão do Pinhal",11
"412200 Rio Azul",7
"412210 Rio Bom",3
"412215 Rio Bonito do Iguaçu",8
"412217 Rio Branco do Ivaí",2
"412220 Rio Branco do Sul",50
"412230 Rio Negro",22
"412240 Rolândia",46
"412250 Roncador",8
"412260 Rondon",3
"412265 Rosário do Ivaí",4
"412270 Sabáudia",8
"412290 Salto do Itararé",12
"412300 Salto do Lontra",9
"412310 Santa Amélia",9
"412320 Santa Cecília do Pavão",4
"412330 Santa Cruz de Monte Castelo",2
"412340 Santa Fé",3
"412350 Santa Helena",16
"412370 Santa Isabel do Ivaí",9
"412380 Santa Izabel do Oeste",10
"412382 Santa Lúcia",2
"412385 Santa Maria do Oeste",4
"412390 Santa Mariana",11
"412402 Santa Tereza do Oeste",11
"412405 Santa Terezinha de Itaipu",34
"412400 Santana do Itararé",13
"412410 Santo Antônio da Platina",57
"412420 Santo Antônio do Caiuá",2
"412430 Santo Antônio do Paraíso",6
"412440 Santo Antônio do Sudoeste",16
