"cidade","scongenita"
"410080 Alvorada do Sul",3
"410100 Ampére",6
"410110 Andirá",1
"410120 Antonina",11
"410140 Apucarana",61
"410150 Arapongas",19
"410160 Arapoti",4
"410170 Araruna",1
"410180 Araucária",40
"410190 Assaí",6
"410200 Assis Chateaubriand",1
"410210 Astorga",3
"410230 Balsa Nova",2
"410240 Bandeirantes",25
"410260 Barracão",2
"410290 Bituruna",2
"410305 Boa Vista da Aparecida",1
"410310 Bocaiúva do Sul",6
"410315 Bom Jesus do Sul",2
"410330 Borrazópolis",1
"410335 Braganey",2
"410345 Cafelândia",1
"410347 Cafezal do Sul",1
"410350 Califórnia",1
"410360 Cambará",8
"410370 Cambé",24
"410380 Cambira",1
"410400 Campina Grande do Sul",27
"410405 Campo Bonito",1
"410420 Campo Largo",31
"410425 Campo Magro",11
"410430 Campo Mourão",3
"410440 Cândido de Abreu",4
"410442 Candói",3
"410450 Capanema",1
"410460 Capitão Leônidas Marques",1
"410465 Carambeí",9
"410480 Cascavel",86
"410490 Castro",14
"410500 Catanduvas",3
"410510 Centenário do Sul",2
"410520 Cerro Azul",9
"410530 Céu Azul",3
"410540 Chopinzinho",6
"410550 Cianorte",43
"410570 Clevelândia",20
"410580 Colombo",138
"410590 Colorado",4
"410600 Congonhinhas",1
"410620 Contenda",4
"410630 Corbélia",2
"410640 Cornélio Procópio",5
"410645 Coronel Domingos Soares",2
"410650 Coronel Vivida",10
"410680 Cruz Machado",3
"410660 Cruzeiro do Oeste",3
"410690 Curitiba",755
"410700 Curiúva",3
"410720 Dois Vizinhos",10
"410725 Douradina",1
"410730 Doutor Camargo",1
"412863 Doutor Ulysses",1
"410750 Engenheiro Beltrão",1
"410753 Entre Rios do Oeste",1
"410754 Espigão Alto do Iguaçu",1
"410760 Faxinal",6
"410765 Fazenda Rio Grande",63
"410770 Fênix",1
"410785 Flor da Serra do Sul",6
"410780 Floraí",2
"410790 Floresta",3
"410800 Florestópolis",5
"410820 Formosa do Oeste",3
"410830 Foz do Iguaçu",220
"410845 Foz do Jordão",1
"410840 Francisco Beltrão",31
"410850 General Carneiro",3
"410880 Guaíra",3
"410890 Guairaçá",1
"410910 Guaporema",1
"410930 Guaraniaçu",3
"410940 Guarapuava",15
"410950 Guaraqueçaba",3
"410960 Guaratuba",11
"410965 Honório Serpa",5
"410980 Ibiporã",11
"410990 Icaraíma",1
"411000 Iguaraçu",1
"411007 Imbaú",3
"411010 Imbituva",1
"411060 Iporã",3
"411070 Irati",3
"411080 Iretama",2
"411100 Itambaracá",5
"411110 Itambé",1
"411120 Itapejara d'Oeste",2
"411125 Itaperuçu",38
"411130 Itaúna do Sul",1
"411140 Ivaí",1
"411150 Ivaiporã",3
"411155 Ivaté",2
"411180 Jacarezinho",3
"411190 Jaguapitã",2
"411200 Jaguariaíva",8
"411210 Jandaia do Sul",1
"411240 Japurá",4
"411250 Jardim Alegre",1
"411270 Jataizinho",6
"411280 Joaquim Távora",1
"411295 Juranda",2
"411300 Jussara",3
"411320 Lapa",4
"411345 Lindoeste",1
"411350 Loanda",2
"411370 Londrina",301
"411380 Lupionópolis",2
"411390 Mallet",2
"411410 Mandaguaçu",20
"411420 Mandaguari",6
"411430 Mandirituba",7
"411440 Mangueirinha",13
"411460 Marechal Cândido Rondon",5
"411480 Marialva",10
"411510 Mariluz",2
"411520 Maringá",173
"411530 Mariópolis",4
"411540 Marmeleiro",2
"411550 Marumbi",1
"411560 Matelândia",3
"411570 Matinhos",19
"411573 Mato Rico",3
"411575 Mauá da Serra",1
"411580 Medianeira",4
"411590 Mirador",2
"411620 Morretes",7
"411630 Munhoz de Melo",1
"411640 Nossa Senhora das Graças",1
"411670 Nova Aurora",1
"411690 Nova Esperança",8
"411695 Nova Esperança do Sudoeste",1
"411705 Nova Laranjeiras",3
"411720 Nova Olímpia",1
"411730 Ortigueira",8
"411740 Ourizona",2
"411745 Ouro Verde do Oeste",1
"411750 Paiçandu",27
"411760 Palmas",78
"411770 Palmeira",12
"411780 Palmital",8
"411790 Palotina",9
"411810 Paranacity",2
"411820 Paranaguá",91
"411830 Paranapoema",1
"411840 Paranavaí",10
"411850 Pato Branco",44
"411870 Paulo Frontin",2
"411880 Peabiru",1
"411890 Pérola",1
"411910 Piên",11
"411915 Pinhais",87
"411930 Pinhão",4
"411940 Piraí do Sul",17
"411950 Piraquara",76
"411960 Pitanga",8
"411980 Planalto",2
"411990 Ponta Grossa",64
"411995 Pontal do Paraná",14
"412000 Porecatu",5
"412010 Porto Amazonas",1
"412030 Porto Vitória",1
"412033 Prado Ferreira",1
"412040 Presidente Castelo Branco",4
"412050 Primeiro de Maio",2
"412060 Prudentópolis",5
"412080 Quatro Barras",7
"412090 Quedas do Iguaçu",6
"412100 Querência do Norte",3
"412120 Quitandinha",13
"412130 Rancho Alegre",1
"412135 Rancho Alegre D'Oeste",2
"412140 Realeza",4
"412150 Rebouças",2
"412160 Renascença",1
"412170 Reserva",1
"412180 Ribeirão Claro",1
"412190 Ribeirão do Pinhal",3
"412217 Rio Branco do Ivaí",1
"412220 Rio Branco do Sul",54
"412230 Rio Negro",6
"412240 Rolândia",19
"412260 Rondon",1
"412265 Rosário do Ivaí",1
"412330 Santa Cruz de Monte Castelo",2
"412370 Santa Isabel do Ivaí",1
"412380 Santa Izabel do Oeste",2
"412385 Santa Maria do Oeste",7
"412390 Santa Mariana",1
"412402 Santa Tereza do Oeste",1
"412405 Santa Terezinha de Itaipu",8
"412410 Santo Antônio da Platina",10
"412440 Santo Antônio do Sudoeste",5
"412450 Santo Inácio",3
"412480 São João",3
"412500 São João do Ivaí",2
"412510 São João do Triunfo",2
"412520 São Jorge d'Oeste",1
"412535 São Jorge do Patrocínio",1
"412540 São José da Boa Vista",1
"412545 São José das Palmeiras",1
"412550 São José dos Pinhais",248
"412560 São Mateus do Sul",18
"412570 São Miguel do Iguaçu",1
"412575 São Pedro do Iguaçu",1
"412610 São Tomé",5
"412625 Sarandi",46
"412627 Saudade do Iguaçu",3
"412630 Sengés",11
"412635 Serranópolis do Iguaçu",2
"412650 Sertanópolis",3
"412667 Tamarana",1
"412690 Tapira",1
"412700 Teixeira Soares",1
"412710 Telêmaco Borba",21
"412720 Terra Boa",2
"412750 Tibagi",3
"412760 Tijucas do Sul",9
"412770 Toledo",12
"412788 Tunas do Paraná",11
"412790 Tuneiras do Oeste",1
"412795 Tupãssi",2
"412800 Ubiratã",3
"412810 Umuarama",11
"412820 União da Vitória",36
"412840 Uraí",2
"412855 Vera Cruz do Oeste",8
"412860 Verê",1
"412870 Vitorino",2
"412850 Wenceslau Braz",1
"412880 Xambrê",2
"420010 Abelardo Luz",20
"420040 Água Doce",2
"420050 Águas de Chapecó",2
"420055 Águas Frias",1
"420070 Alfredo Wagner",1
"420100 Anita Garibaldi",5
"420120 Antônio Carlos",3
"420127 Arabutã",1
"420130 Araquari",19
"420140 Araranguá",43
"420165 Arvoredo",1
"420170 Ascurra",1
"420195 Balneário Arroio do Silva",14
"420205 Balneário Barra do Sul",2
"420200 Balneário Camboriú",13
"420207 Balneário Gaivota",12
"421280 Balneário Piçarras",12
"422000 Balneário Rincão",7
"420210 Barra Velha",27
"420213 Bela Vista do Toldo",2
"420220 Benedito Novo",1
"420230 Biguaçu",59
"420240 Blumenau",74
"420243 Bocaina do Sul",3
"420250 Bom Jardim da Serra",4
"420253 Bom Jesus",4
"420260 Bom Retiro",14
"420245 Bombinhas",4
"420280 Braço do Norte",1
"420285 Braço do Trombudo",1
"420290 Brusque",16
"420300 Caçador",14
"420310 Caibi",1
"420315 Calmon",1
"420320 Camboriú",83
"420330 Campo Alegre",4
"420340 Campo Belo do Sul",2
"420350 Campo Erê",6
"420360 Campos Novos",6
"420370 Canelinha",6
"420380 Canoinhas",6
"420325 Capão Alto",1
"420390 Capinzal",5
"420395 Capivari de Baixo",10
"420400 Catanduvas",5
"420410 Caxambu do Sul",3
"420417 Cerro Negro",4
"420420 Chapecó",131
"420425 Cocal do Sul",3
"420430 Concórdia",35
"420435 Cordilheira Alta",2
"420440 Coronel Freitas",4
"420455 Correia Pinto",10
"420450 Corupá",4
"420460 Criciúma",26
"420480 Curitibanos",21
"420490 Descanso",1
"420500 Dionísio Cerqueira",6
"420515 Doutor Pedrinho",1
"420517 Entre Rios",3
"420520 Erval Velho",1
"420530 Faxinal dos Guedes",4
"420540 Florianópolis",289
"420545 Forquilhinha",10
"420550 Fraiburgo",2
"420570 Garopaba",14
"420580 Garuva",11
"420590 Gaspar",15
"420600 Governador Celso Ramos",6
"420630 Guabiruba",5
"420640 Guaraciaba",4
"420650 Guaramirim",25
"420665 Guatambú",5
"420670 Herval d'Oeste",11
"420690 Ibirama",1
"420700 Içara",19
"420710 Ilhota",1
"420720 Imaruí",2
"420730 Imbituba",11
"420750 Indaial",3
"420760 Ipira",1
"420765 Iporã do Oeste",3
"420768 Ipuaçu",18
"420770 Ipumirim",1
"420780 Irani",4
"420800 Itá",1
"420810 Itaiópolis",1
"420820 Itajaí",72
"420830 Itapema",36
"420845 Itapoá",16
"420850 Ituporanga",2
"420860 Jaborá",1
"420870 Jacinto Machado",2
"420880 Jaguaruna",7
"420890 Jaraguá do Sul",42
"420900 Joaçaba",7
"420910 Joinville",197
"420917 Jupiá",1
"420930 Lages",299
"420940 Laguna",16
"420945 Lajeado Grande",1
"420950 Laurentino",1
"420960 Lauro Muller",3
"420970 Lebon Régis",1
"420985 Lindóia do Sul",1
"420990 Lontras",1
"421000 Luiz Alves",1
"421005 Macieira",1
"421010 Mafra",8
"421020 Major Gercino",1
"421040 Maracajá",2
"421050 Maravilha",1
"421055 Marema",1
"421060 Massaranduba",1
"421080 Meleiro",5
"421090 Modelo",1
"421105 Monte Carlo",2
"421110 Monte Castelo",1
"421120 Morro da Fumaça",5
"421125 Morro Grande",1
"421130 Navegantes",21
"421140 Nova Erechim",4
"421145 Nova Itaberaba",1
"421160 Nova Veneza",2
"421170 Orleans",3
"421175 Otacílio Costa",6
"421187 Paial",1
"421190 Palhoça",193
"421200 Palma Sola",4
"421205 Palmeira",1
"421220 Papanduva",6
"421225 Passo de Torres",4
"421227 Passos Maia",4
"421230 Paulo Lopes",3
"421240 Pedras Grandes",2
"421250 Penha",8
"421265 Pescaria Brava",3
"421290 Pinhalzinho",5
"421310 Piratuba",4
"421320 Pomerode",4
"421330 Ponte Alta",3
"421335 Ponte Alta do Norte",2
"421340 Ponte Serrada",15
"421350 Porto Belo",11
"421360 Porto União",6
"421370 Pouso Redondo",2
"421380 Praia Grande",3
"421415 Princesa",1
"421420 Quilombo",2
"421430 Rancho Queimado",2
"421480 Rio do Sul",5
"421470 Rio dos Cedros",2
"421500 Rio Negrinho",2
"421505 Rio Rufino",1
"421507 Riqueza",1
"421510 Rodeio",2
"421530 Salete",1
"421535 Saltinho",1
"421545 Sangão",6
"421550 Santa Cecília",11
"421555 Santa Helena",2
"421565 Santa Rosa do Sul",1
"421568 Santa Terezinha do Progresso",1
"421570 Santo Amaro da Imperatriz",14
"421580 São Bento do Sul",15
"421590 São Bonifácio",1
"421600 São Carlos",2
"421605 São Cristovão do Sul",1
"421610 São Domingos",7
"421620 São Francisco do Sul",24
"421630 São João Batista",4
"421635 São João do Itaperiú",5
"421625 São João do Oeste",1
"421640 São João do Sul",1
"421650 São Joaquim",34
"421660 São José",211
"421670 São José do Cedro",3
"421680 São José do Cerrito",4
"421690 São Lourenço do Oeste",2
"421700 São Ludgero",1
"421710 São Martinho",1
"421720 São Miguel do Oeste",12
"421740 Schroeder",2
"421750 Seara",1
"421755 Serra Alta",1
"421760 Siderópolis",3
"421770 Sombrio",31
"421780 Taió",1
"421790 Tangará",2
"421800 Tijucas",22
"421820 Timbó",4
"421825 Timbó Grande",1
"421830 Três Barras",25
"421840 Treze de Maio",2
"421850 Treze Tílias",2
"421860 Trombudo Central",1
"421870 Tubarão",44
"421875 Tunápolis",1
"421880 Turvo",6
"421885 União do Oeste",2
"421890 Urubici",3
"421900 Urussanga",1
"421910 Vargeão",1
"421915 Vargem",1
"421917 Vargem Bonita",2
"421930 Videira",4
"421950 Xanxerê",74
"421960 Xavantina",2
"421970 Xaxim",21
"430003 Aceguá",1
"430010 Agudo",1
"430020 Ajuricaba",1
"430040 Alegrete",35
"430050 Alpestre",1
"430060 Alvorada",262
"430070 Anta Gorda",3
"430080 Antônio Prado",3
"430087 Araricá",1
"430090 Aratiba",1
"430100 Arroio do Meio",4
"430105 Arroio do Sal",4
"430120 Arroio do Tigre",3
"430110 Arroio dos Ratos",2
"430130 Arroio Grande",9
"430140 Arvorezinha",1
"430155 Áurea",1
"430160 Bagé",32
"430163 Balneário Pinhal",17
"430165 Barão",2
"430170 Barão de Cotegipe",5
"430175 Barão do Triunfo",2
"430187 Barra do Quaraí",1
"430190 Barra do Ribeiro",17
"430210 Bento Gonçalves",143
"430215 Boa Vista das Missões",1
"430220 Boa Vista do Buricá",1
"430230 Bom Jesus",7
"430240 Bom Retiro do Sul",3
"430245 Boqueirão do Leão",1
"430250 Bossoroca",1
"430265 Brochier",2
"430270 Butiá",10
"430280 Caçapava do Sul",3
"430290 Cacequi",2
"430300 Cachoeira do Sul",65
"430310 Cachoeirinha",93
"430320 Cacique Doble",3
"430350 Camaquã",15
"430355 Camargo",1
"430370 Campina das Missões",2
"430380 Campinas do Sul",2
"430390 Campo Bom",19
"430420 Candelária",8
"430430 Cândido Godói",3
"430440 Canela",45
"430450 Canguçu",1
"430460 Canoas",845
"430463 Capão da Canoa",31
"430465 Capão do Cipó",1
"430466 Capão do Leão",23
"430468 Capela de Santana",1
"430469 Capitão",1
"430471 Caraá",1
"430470 Carazinho",16
"430480 Carlos Barbosa",8
"430490 Casca",1
"430500 Catuípe",2
"430510 Caxias do Sul",428
"430512 Cerrito",1
"430520 Cerro Largo",3
"430535 Charqueadas",7
"430540 Chiapetta",1
"430545 Cidreira",20
"430560 Colorado",1
"430570 Condor",1
"430580 Constantina",4
"430585 Coqueiros do Sul",1
"430590 Coronel Bicaco",1
"430597 Coxilha",1
"430605 Cristal",3
"430610 Cruz Alta",40
"430620 Cruzeiro do Sul",2
"430637 Dilermando de Aguiar",1
"430640 Dois Irmãos",2
"430660 Dom Pedrito",5
"430670 Dona Francisca",2
"430673 Doutor Maurício Cardoso",2
"430676 Eldorado do Sul",63
"430680 Encantado",2
"430690 Encruzilhada do Sul",4
"430693 Entre-Ijuís",1
"430697 Erebango",1
"430700 Erechim",60
"430705 Ernestina",1
"430720 Erval Grande",4
"430730 Erval Seco",1
"430740 Esmeralda",2
"430755 Estação",1
"430760 Estância Velha",13
"430770 Esteio",62
"430780 Estrela",3
"430781 Estrela Velha",1
"430790 Farroupilha",11
"430800 Faxinal do Soturno",4
"430810 Feliz",1
"430820 Flores da Cunha",2
"430840 Formigueiro",2
"430845 Fortaleza dos Valos",1
"430850 Frederico Westphalen",3
"430860 Garibaldi",4
"430890 Getúlio Vargas",1
"430900 Giruá",14
"430905 Glorinha",5
"430910 Gramado",22
"430912 Gramado dos Loureiros",1
"430920 Gravataí",293
"430925 Guabiju",1
"430930 Guaíba",136
"430940 Guaporé",8
"430950 Guarani das Missões",2
"430955 Harmonia",1
"430710 Herval",3
"430957 Herveiras",1
"430960 Horizontina",3
"430965 Hulha Negra",1
"430990 Ibiraiaras",1
"430995 Ibirapuitã",1
"431000 Ibirubá",3
"431010 Igrejinha",6
"431020 Ijuí",35
"431030 Ilópolis",1
"431033 Imbé",23
"431040 Independência",2
"431043 Ipê",1
"431050 Iraí",1
"431053 Itaara",4
"431060 Itaqui",3
"431080 Ivoti",3
"431090 Jacutinga",1
"431100 Jaguarão",8
"431110 Jaguari",2
"431113 Jari",1
"431120 Júlio de Castilhos",11
"431130 Lagoa Vermelha",6
"431140 Lajeado",42
"431142 Lajeado do Bugre",1
"431150 Lavras do Sul",3
"431160 Liberato Salzano",1
"431162 Lindolfo Collor",1
"431170 Machadinho",3
"431173 Mampituba",1
"431175 Manoel Viana",3
"431180 Marau",26
"431190 Marcelino Ramos",2
"431198 Mariana Pimentel",4
"431205 Marques de Souza",2
"431210 Mata",1
"431213 Mato Castelhano",1
"431215 Mato Leitão",1
"431225 Minas do Leão",4
"431237 Monte Alegre dos Campos",2
"431240 Montenegro",29
"431245 Morro Redondo",2
"431247 Morro Reuter",1
"431250 Mostardas",3
"431261 Muitos Capões",1
"431265 Não-Me-Toque",4
"431267 Nicolau Vergueiro",1
"431280 Nova Araçá",1
"431290 Nova Bassano",1
"431306 Nova Hartz",6
"431310 Nova Palma",1
"431320 Nova Petrópolis",9
"431330 Nova Prata",12
"431337 Nova Santa Rita",28
"431349 Novo Barreiro",2
"431340 Novo Hamburgo",151
"431350 Osório",22
"431365 Palmares do Sul",2
"431370 Palmeira das Missões",9
"431380 Palmitinho",1
"431390 Panambi",2
"431395 Pantano Grande",3
"431402 Paraíso do Sul",3
"431405 Parobé",24
"431407 Passo do Sobrado",1
"431410 Passo Fundo",413
"431413 Paulo Bento",1
"431415 Paverama",2
"431417 Pedras Altas",1
"431420 Pedro Osório",6
"431430 Pejuçara",1
"431440 Pelotas",299
"431446 Pinhal da Serra",1
"431450 Pinheiro Machado",4
"431454 Pinto Bandeira",3
"431460 Piratini",4
"431470 Planalto",6
"431477 Pontão",5
"431480 Portão",29
"431490 Porto Alegre",2723
"431515 Progresso",1
"431530 Quaraí",3
"431550 Restinga Seca",5
"431555 Rio dos Índios",1
"431560 Rio Grande",297
"431570 Rio Pardo",7
"431575 Riozinho",1
"431580 Roca Sales",1
"431590 Rodeio Bonito",1
"431600 Rolante",10
"431610 Ronda Alta",2
"431640 Rosário do Sul",18
"431643 Saldanha Marinho",1
"431645 Salto do Jacuí",1
"431660 Sananduva",3
"431710 Sant'Ana do Livramento",17
"431670 Santa Bárbara do Sul",2
"431673 Santa Cecília do Sul",1
"431675 Santa Clara do Sul",2
"431680 Santa Cruz do Sul",57
"431697 Santa Margarida do Sul",1
"431690 Santa Maria",332
"431695 Santa Maria do Herval",2
"431720 Santa Rosa",64
"431730 Santa Vitória do Palmar",2
"431740 Santiago",25
"431750 Santo Ângelo",41
"431760 Santo Antônio da Patrulha",11
"431770 Santo Antônio das Missões",1
"431790 Santo Cristo",4
"431800 São Borja",7
"431810 São Francisco de Assis",3
"431820 São Francisco de Paula",10
"431830 São Gabriel",75
"431840 São Jerônimo",1
"431843 São João do Polêsine",2
"431850 São José do Norte",13
"431860 São José do Ouro",3
"431870 São Leopoldo",256
"431880 São Lourenço do Sul",1
"431890 São Luiz Gonzaga",1
"431900 São Marcos",6
"431930 São Paulo das Missões",1
"431935 São Pedro da Serra",1
"431936 São Pedro das Missões",3
"431940 São Pedro do Sul",7
"431950 São Sebastião do Caí",11
"431960 São Sepé",22
"431970 São Valentim",6
"431980 São Vicente do Sul",3
"431990 Sapiranga",48
"432000 Sapucaia do Sul",102
"432010 Sarandi",13
"432020 Seberi",1
"432030 Selbach",2
"432032 Senador Salgado Filho",1
"432040 Serafina Corrêa",9
"432050 Sertão",5
"432055 Sertão Santana",1
"432060 Severiano de Almeida",1
"432067 Sinimbu",2
"432070 Sobradinho",3
"432080 Soledade",3
"432090 Tapejara",6
"432100 Tapera",3
"432110 Tapes",11
"432120 Taquara",23
"432130 Taquari",15
"432135 Tavares",1
"432140 Tenente Portela",3
"432143 Terra de Areia",3
"432145 Teutônia",10
"432146 Tio Hugo",1
"432149 Toropi",1
"432150 Torres",12
"432160 Tramandaí",57
"432162 Travesseiro",1
"432166 Três Cachoeiras",2
"432170 Três Coroas",16
"432180 Três de Maio",7
"432183 Três Forquilhas",1
"432200 Triunfo",5
"432210 Tucunduva",2
"432215 Tunas",1
"432220 Tupanciretã",3
"432230 Tuparendi",1
"432240 Uruguaiana",97
"432250 Vacaria",62
"432253 Vale do Sol",1
"432260 Venâncio Aires",10
"432270 Vera Cruz",2
"432280 Veranópolis",4
"432290 Viadutos",3
"432300 Viamão",403
"432330 Vila Flores",2
"432345 Vila Nova do Sul",1
"432380 Xangri-lá",10
"500020 Água Clara",3
"500025 Alcinópolis",3
"500060 Amambai",11
"500070 Anastácio",20
"500080 Anaurilândia",1
"500085 Angélica",5
"500090 Antônio João",11
"500100 Aparecida do Taboado",1
"500110 Aquidauana",22
"500124 Aral Moreira",10
"500150 Bandeirantes",1
"500190 Bataguassu",6
"500200 Batayporã",4
"500210 Bela Vista",13
"500215 Bodoquena",1
"500220 Bonito",9
"500230 Brasilândia",6
"500240 Caarapó",18
"500260 Camapuã",11
"500270 Campo Grande",617
"500280 Caracol",3
"500290 Cassilândia",13
"500295 Chapadão do Sul",18
"500315 Coronel Sapucaia",15
"500320 Corumbá",14
"500325 Costa Rica",2
"500330 Coxim",14
"500345 Deodápolis",11
"500348 Dois Irmãos do Buriti",5
"500350 Douradina",8
"500370 Dourados",463
"500375 Eldorado",4
"500380 Fátima do Sul",9
"500410 Guia Lopes da Laguna",3
"500430 Iguatemi",2
"500440 Inocência",6
"500450 Itaporã",3
"500460 Itaquiraí",9
"500470 Ivinhema",13
"500480 Japorã",6
"500490 Jaraguari",1
"500500 Jardim",8
"500510 Jateí",2
"500515 Juti",11
"500520 Ladário",1
"500525 Laguna Carapã",4
"500540 Maracaju",32
"500560 Miranda",3
"500568 Mundo Novo",3
"500570 Naviraí",14
"500580 Nioaque",5
"500600 Nova Alvorada do Sul",15
"500620 Nova Andradina",15
"500625 Novo Horizonte do Sul",2
"500630 Paranaíba",7
"500635 Paranhos",7
"500640 Pedro Gomes",2
"500660 Ponta Porã",111
"500690 Porto Murtinho",15
"500710 Ribas do Rio Pardo",21
"500720 Rio Brilhante",7
"500730 Rio Negro",1
"500740 Rio Verde de Mato Grosso",13
"500750 Rochedo",5
"500755 Santa Rita do Pardo",2
"500769 São Gabriel do Oeste",16
"500770 Sete Quedas",5
"500790 Sidrolândia",39
"500793 Sonora",5
"500795 Tacuru",5
"500800 Terenos",12
"500830 Três Lagoas",14
"500840 Vicentina",2
"510010 Acorizal",4
"510020 Água Boa",1
"510025 Alta Floresta",8
"510030 Alto Araguaia",3
"510035 Alto Boa Vista",1
"510040 Alto Garças",2
"510050 Alto Paraguai",1
"510060 Alto Taquari",3
"510100 Araguaiana",1
"510140 Aripuanã",4
"510160 Barão de Melgaço",2
"510170 Barra do Bugres",2
"510180 Barra do Garças",10
"510190 Brasnorte",6
"510250 Cáceres",44
"510263 Campo Novo do Parecis",9
"510267 Campo Verde",18
"510268 Campos de Júlio",2
"510269 Canabrava do Norte",1
"510270 Canarana",1
"510300 Chapada dos Guimarães",3
"510320 Colíder",1
"510325 Colniza",2
"510330 Comodoro",5
"510336 Conquista D'Oeste",1
"510340 Cuiabá",267
"510345 Denise",1
"510350 Diamantino",3
"510370 Feliz Natal",5
"510385 Gaúcha do Norte",2
"510390 General Carneiro",2
"510410 Guarantã do Norte",3
"510420 Guiratinga",1
"510450 Indiavaí",1
"510452 Ipiranga do Norte",1
"510460 Itiquira",2
"510480 Jaciara",14
"510490 Jangada",4
"510510 Juara",9
"510515 Juína",2
"510517 Juruena",2
"510520 Juscimeira",1
"510523 Lambari D'Oeste",1
"510525 Lucas do Rio Verde",52
"510530 Luciara",2
"510558 Marcelândia",2
"510560 Matupá",7
"510562 Mirassol d'Oeste",5
"510590 Nobres",5
"510600 Nortelândia",2
"510610 Nossa Senhora do Livramento",2
"510615 Nova Bandeirantes",1
"510620 Nova Brasilândia",2
"510618 Nova Lacerda",4
"510890 Nova Maringá",3
"510622 Nova Mutum",7
"510623 Nova Olímpia",1
"510619 Nova Santa Helena",1
"510624 Nova Ubiratã",4
"510625 Nova Xavantina",1
"510628 Novo São Joaquim",1
"510630 Paranatinga",4
"510637 Pedra Preta",7
"510642 Peixoto de Azevedo",22
"510650 Poconé",24
"510665 Pontal do Araguaia",1
"510675 Pontes e Lacerda",14
"510677 Porto Alegre do Norte",4
"510682 Porto Esperidião",5
"510700 Poxoréo",3
"510704 Primavera do Leste",36
"510706 Querência",9
"510718 Ribeirão Cascalheira",3
"510719 Ribeirãozinho",1
"510760 Rondonópolis",91
"510770 Rosário Oeste",1
"510775 Salto do Céu",1
"510726 Santo Afonso",1
"510780 Santo Antônio do Leverger",7
"510730 São José do Rio Claro",2
"510735 São José do Xingu",4
"510740 São Pedro da Cipa",2
"510787 Sapezal",5
"510790 Sinop",49
"510792 Sorriso",44
"510795 Tangará da Serra",14
"510800 Tapurah",2
"510805 Terra Nova do Norte",1
"510810 Tesouro",1
"510820 Torixoréu",2
"510835 Vale de São Domingos",1
"510840 Várzea Grande",166
"510850 Vera",1
"510550 Vila Bela da Santíssima Trindade",1
"510860 Vila Rica",3
"520005 Abadia de Goiás",11
"520010 Abadiânia",2
"520013 Acreúna",14
"520017 Água Fria de Goiás",1
"520025 Águas Lindas de Goiás",151
"520030 Alexânia",5
"520050 Aloândia",1
"520060 Alto Paraíso de Goiás",10
"520085 Americano do Brasil",2
"520110 Anápolis",148
"520140 Aparecida de Goiânia",230
"520145 Aparecida do Rio Doce",2
"520160 Araçu",1
"520170 Aragarças",2
"520180 Aragoiânia",3
"520215 Araguapaz",2
"520250 Aruanã",1
"520260 Aurilândia",1
"520280 Avelinópolis",1
"520320 Barro Alto",1
"520330 Bela Vista de Goiás",7
"520340 Bom Jardim de Goiás",1
"520350 Bom Jesus de Goiás",9
"520355 Bonfinópolis",3
"520400 Cabeceiras",1
"520410 Cachoeira Alta",5
"520425 Cachoeira Dourada",2
"520430 Caçu",4
"520440 Caiapônia",3
"520450 Caldas Novas",5
"520455 Caldazinha",1
"520460 Campestre de Goiás",1
"520470 Campinorte",1
"520480 Campo Alegre de Goiás",1
"520485 Campo Limpo de Goiás",2
"520490 Campos Belos",3
"520495 Campos Verdes",2
"520505 Castelândia",1
"520510 Catalão",8
"520520 Caturaí",2
"520530 Cavalcante",2
"520540 Ceres",3
"520545 Cezarina",4
"520547 Chapadão do Céu",5
"520549 Cidade Ocidental",70
"520551 Cocalzinho de Goiás",8
"520580 Corumbá de Goiás",3
"520590 Corumbaíba",1
"520620 Cristalina",18
"520630 Cristianópolis",2
"520640 Crixás",1
"520660 Cumari",1
"520830 Divinópolis de Goiás",1
"520740 Edéia",1
"520753 Faina",1
"520790 Flores de Goiás",2
"520800 Formosa",17
"520810 Formoso",1
"520815 Gameleira de Goiás",1
"520840 Goianápolis",3
"520850 Goiandira",1
"520860 Goianésia",7
"520870 Goiânia",384
"520880 Goianira",16
"520890 Goiás",33
"520910 Goiatuba",1
"520920 Guapó",7
"520970 Hidrolândia",5
"520990 Iaciara",1
"521000 Inhumas",10
"521010 Ipameri",4
"521015 Ipiranga de Goiás",2
"521020 Iporá",3
"521040 Itaberaí",18
"521080 Itajá",2
"521090 Itapaci",2
"521120 Itapuranga",7
"521140 Itauçu",1
"521150 Itumbiara",6
"521160 Ivolândia",1
"521170 Jandaia",1
"521180 Jaraguá",16
"521190 Jataí",46
"521220 Jussara",2
"521230 Leopoldo de Bulhões",7
"521250 Luziânia",166
"521270 Mambaí",1
"521280 Mara Rosa",1
"521300 Maurilândia",3
"521308 Minaçu",1
"521310 Mineiros",7
"521375 Montividiu",5
"521380 Morrinhos",11
"521440 Nazário",5
"521450 Nerópolis",8
"521460 Niquelândia",3
"521470 Nova América",1
"521483 Nova Crixás",3
"521486 Nova Glória",1
"521500 Nova Veneza",1
"521523 Novo Gama",81
"521525 Novo Planalto",2
"521530 Orizona",4
"521550 Ouvidor",3
"521560 Padre Bernardo",29
"521570 Palmeiras de Goiás",9
"521630 Paranaiguara",1
"521640 Paraúna",2
"521680 Petrolina de Goiás",3
"521710 Piracanjuba",4
"521720 Piranhas",1
"521730 Pirenópolis",4
"521740 Pires do Rio",11
"521760 Planaltina",40
"521770 Pontalina",2
