"cidade","hepatites"
"410290 Bituruna",4
"410300 Boa Esperança",4
"410302 Boa Esperança do Iguaçu",8
"410304 Boa Ventura de São Roque",1
"410305 Boa Vista da Aparecida",23
"410310 Bocaiúva do Sul",10
"410315 Bom Jesus do Sul",5
"410320 Bom Sucesso",4
"410322 Bom Sucesso do Sul",8
"410330 Borrazópolis",2
"410335 Braganey",6
"410340 Cafeara",4
"410345 Cafelândia",27
"410347 Cafezal do Sul",5
"410350 Califórnia",7
"410360 Cambará",22
"410370 Cambé",91
"410380 Cambira",5
"410390 Campina da Lagoa",3
"410395 Campina do Simão",2
"410400 Campina Grande do Sul",46
"410405 Campo Bonito",9
"410410 Campo do Tenente",3
"410420 Campo Largo",54
"410425 Campo Magro",16
"410430 Campo Mourão",110
"410440 Cândido de Abreu",5
"410442 Candói",10
"410445 Cantagalo",10
"410450 Capanema",40
"410460 Capitão Leônidas Marques",47
"410465 Carambeí",17
"410470 Carlópolis",13
"410480 Cascavel",1071
"410490 Castro",35
"410500 Catanduvas",23
"410510 Centenário do Sul",4
"410520 Cerro Azul",12
"410530 Céu Azul",6
"410540 Chopinzinho",62
"410550 Cianorte",68
"410560 Cidade Gaúcha",7
"410570 Clevelândia",34
"410580 Colombo",209
"410590 Colorado",8
"410600 Congonhinhas",3
"410620 Contenda",4
"410630 Corbélia",30
"410640 Cornélio Procópio",67
"410645 Coronel Domingos Soares",9
"410650 Coronel Vivida",98
"410655 Corumbataí do Sul",1
"410680 Cruz Machado",3
"410657 Cruzeiro do Iguaçu",18
"410660 Cruzeiro do Oeste",26
"410670 Cruzeiro do Sul",1
"410685 Cruzmaltina",2
"410690 Curitiba",3248
"410700 Curiúva",3
"410715 Diamante D'Oeste",8
"410712 Diamante do Sul",2
"410720 Dois Vizinhos",211
"410725 Douradina",7
"410730 Doutor Camargo",8
"412863 Doutor Ulysses",1
"410740 Enéas Marques",6
"410750 Engenheiro Beltrão",12
"410753 Entre Rios do Oeste",4
"410752 Esperança Nova",1
"410754 Espigão Alto do Iguaçu",5
"410755 Farol",5
"410760 Faxinal",3
"410765 Fazenda Rio Grande",78
"410770 Fênix",4
"410773 Fernandes Pinheiro",3
"410775 Figueira",1
"410785 Flor da Serra do Sul",8
"410780 Floraí",2
"410790 Floresta",9
"410800 Florestópolis",5
"410820 Formosa do Oeste",6
"410830 Foz do Iguaçu",669
"410845 Foz do Jordão",8
"410832 Francisco Alves",1
"410840 Francisco Beltrão",165
"410850 General Carneiro",2
"410855 Godoy Moreira",2
"410860 Goioerê",18
"410865 Goioxim",8
"410870 Grandes Rios",5
"410880 Guaíra",35
"410890 Guairaçá",2
"410895 Guamiranga",3
"410900 Guapirama",1
"410910 Guaporema",1
"410930 Guaraniaçu",34
"410940 Guarapuava",134
"410950 Guaraqueçaba",3
"410960 Guaratuba",80
"410965 Honório Serpa",16
"410970 Ibaiti",12
"410975 Ibema",10
"410980 Ibiporã",64
"410990 Icaraíma",4
"411000 Iguaraçu",3
"411005 Iguatu",1
"411007 Imbaú",2
"411010 Imbituva",14
"411020 Inácio Martins",5
"411030 Inajá",4
"411040 Indianópolis",6
"411050 Ipiranga",16
"411060 Iporã",5
"411065 Iracema do Oeste",1
"411070 Irati",26
"411080 Iretama",3
"411090 Itaguajé",1
"411095 Itaipulândia",31
"411100 Itambaracá",7
"411110 Itambé",10
"411120 Itapejara d'Oeste",65
"411125 Itaperuçu",8
"411130 Itaúna do Sul",1
"411140 Ivaí",2
"411150 Ivaiporã",32
"411155 Ivaté",5
"411160 Ivatuba",2
"411170 Jaboti",1
"411180 Jacarezinho",61
"411190 Jaguapitã",11
"411200 Jaguariaíva",21
"411210 Jandaia do Sul",26
"411220 Janiópolis",6
"411230 Japira",2
"411240 Japurá",2
"411250 Jardim Alegre",5
"411260 Jardim Olinda",1
"411270 Jataizinho",10
"411275 Jesuítas",12
"411280 Joaquim Távora",9
"411295 Juranda",2
"411300 Jussara",5
"411310 Kaloré",1
"411320 Lapa",14
"411325 Laranjal",13
"411330 Laranjeiras do Sul",32
"411340 Leópolis",1
"411342 Lidianópolis",7
"411345 Lindoeste",8
"411350 Loanda",11
"411360 Lobato",1
"411370 Londrina",665
"411373 Luiziana",4
"411375 Lunardelli",1
"411380 Lupionópolis",2
"411390 Mallet",2
"411400 Mamborê",15
"411410 Mandaguaçu",17
"411420 Mandaguari",31
"411430 Mandirituba",19
"411435 Manfrinópolis",11
"411440 Mangueirinha",50
"411450 Manoel Ribas",13
"411460 Marechal Cândido Rondon",116
"411470 Maria Helena",4
"411480 Marialva",37
"411490 Marilândia do Sul",1
"411500 Marilena",10
"411510 Mariluz",2
"411520 Maringá",480
"411530 Mariópolis",6
"411535 Maripá",3
"411540 Marmeleiro",48
"411545 Marquinho",15
"411550 Marumbi",1
"411560 Matelândia",85
"411570 Matinhos",53
"411573 Mato Rico",7
"411580 Medianeira",132
"411585 Mercedes",36
"411590 Mirador",1
"411600 Miraselva",3
"411605 Missal",21
"411610 Moreira Sales",1
"411620 Morretes",5
"411630 Munhoz de Melo",1
"411650 Nova Aliança do Ivaí",2
"411670 Nova Aurora",18
"411680 Nova Cantu",4
"411690 Nova Esperança",14
"411695 Nova Esperança do Sudoeste",7
"411700 Nova Fátima",13
"411705 Nova Laranjeiras",12
"411710 Nova Londrina",3
"411720 Nova Olímpia",6
"411725 Nova Prata do Iguaçu",33
"411721 Nova Santa Bárbara",1
"411722 Nova Santa Rosa",8
"411727 Nova Tebas",2
"411729 Novo Itacolomi",1
"411730 Ortigueira",7
"411740 Ourizona",2
"411745 Ouro Verde do Oeste",17
"411750 Paiçandu",30
"411760 Palmas",58
"411770 Palmeira",16
"411780 Palmital",22
"411790 Palotina",72
"411800 Paraíso do Norte",4
"411820 Paranaguá",126
"411830 Paranapoema",1
"411840 Paranavaí",114
"411845 Pato Bragado",21
"411850 Pato Branco",203
"411860 Paula Freitas",3
"411880 Peabiru",14
"411890 Pérola",6
"411900 Pérola d'Oeste",8
"411910 Piên",4
"411915 Pinhais",158
"411925 Pinhal de São Bento",7
"411930 Pinhão",25
"411940 Piraí do Sul",5
"411950 Piraquara",109
"411960 Pitanga",19
"411965 Pitangueiras",1
"411970 Planaltina do Paraná",4
"411980 Planalto",52
"411990 Ponta Grossa",301
"411995 Pontal do Paraná",62
"412000 Porecatu",14
"412015 Porto Barreiro",11
"412020 Porto Rico",2
"412030 Porto Vitória",1
"412033 Prado Ferreira",2
"412035 Pranchita",19
"412040 Presidente Castelo Branco",3
"412050 Primeiro de Maio",10
"412060 Prudentópolis",10
"412065 Quarto Centenário",3
"412070 Quatiguá",8
"412080 Quatro Barras",28
"412085 Quatro Pontes",5
"412090 Quedas do Iguaçu",78
"412100 Querência do Norte",12
"412110 Quinta do Sol",2
"412120 Quitandinha",2
"412125 Ramilândia",3
"412130 Rancho Alegre",2
"412135 Rancho Alegre D'Oeste",2
"412140 Realeza",41
"412150 Rebouças",2
"412160 Renascença",14
"412170 Reserva",12
"412175 Reserva do Iguaçu",3
"412180 Ribeirão Claro",4
"412190 Ribeirão do Pinhal",5
"412200 Rio Azul",3
"412215 Rio Bonito do Iguaçu",24
"412220 Rio Branco do Sul",23
"412230 Rio Negro",6
"412240 Rolândia",51
"412250 Roncador",3
"412260 Rondon",2
"412265 Rosário do Ivaí",1
"412270 Sabáudia",7
"412280 Salgado Filho",15
"412290 Salto do Itararé",2
"412300 Salto do Lontra",50
"412310 Santa Amélia",1
"412320 Santa Cecília do Pavão",4
"412330 Santa Cruz de Monte Castelo",6
"412340 Santa Fé",6
"412350 Santa Helena",85
"412360 Santa Inês",1
"412370 Santa Isabel do Ivaí",5
"412380 Santa Izabel do Oeste",31
"412382 Santa Lúcia",11
"412385 Santa Maria do Oeste",4
"412390 Santa Mariana",11
"412395 Santa Mônica",3
"412402 Santa Tereza do Oeste",11
"412405 Santa Terezinha de Itaipu",42
"412410 Santo Antônio da Platina",26
"412420 Santo Antônio do Caiuá",1
"412430 Santo Antônio do Paraíso",1
"412440 Santo Antônio do Sudoeste",32
"412450 Santo Inácio",3
"412460 São Carlos do Ivaí",1
"412470 São Jerônimo da Serra",2
"412480 São João",107
"412490 São João do Caiuá",1
"412500 São João do Ivaí",4
"412510 São João do Triunfo",1
"412520 São Jorge d'Oeste",42
"412530 São Jorge do Ivaí",6
"412535 São Jorge do Patrocínio",4
"412545 São José das Palmeiras",3
"412550 São José dos Pinhais",297
"412555 São Manoel do Paraná",3
"412560 São Mateus do Sul",15
"412570 São Miguel do Iguaçu",67
"412575 São Pedro do Iguaçu",9
"412580 São Pedro do Ivaí",6
"412590 São Pedro do Paraná",2
"412600 São Sebastião da Amoreira",1
"412610 São Tomé",6
"412625 Sarandi",129
"412627 Saudade do Iguaçu",30
"412630 Sengés",1
"412635 Serranópolis do Iguaçu",9
"412640 Sertaneja",4
"412650 Sertanópolis",11
"412660 Siqueira Campos",6
"412665 Sulina",2
"412667 Tamarana",10
"412670 Tamboara",12
"412680 Tapejara",5
"412690 Tapira",4
"412700 Teixeira Soares",5
"412710 Telêmaco Borba",75
"412720 Terra Boa",24
"412730 Terra Rica",5
"412740 Terra Roxa",35
"412750 Tibagi",6
"412760 Tijucas do Sul",10
"412770 Toledo",245
"412780 Tomazina",6
"412785 Três Barras do Paraná",26
"412788 Tunas do Paraná",1
"412790 Tuneiras do Oeste",4
"412795 Tupãssi",19
"412796 Turvo",12
"412800 Ubiratã",15
"412810 Umuarama",85
"412820 União da Vitória",22
"412830 Uniflor",1
"412840 Uraí",6
"412853 Ventania",5
"412855 Vera Cruz do Oeste",15
"412860 Verê",23
"412865 Virmond",4
"412870 Vitorino",21
"412850 Wenceslau Braz",8
"412880 Xambrê",1
"420005 Abdon Batista",2
"420010 Abelardo Luz",23
"420020 Agrolândia",1
"420030 Agronômica",6
"420040 Água Doce",4
"420050 Águas de Chapecó",2
"420055 Águas Frias",17
"420060 Águas Mornas",10
"420070 Alfredo Wagner",5
"420075 Alto Bela Vista",5
"420080 Anchieta",46
"420120 Antônio Carlos",6
"420125 Apiúna",5
"420127 Arabutã",1
"420130 Araquari",11
"420140 Araranguá",102
"420150 Armazém",5
"420160 Arroio Trinta",6
"420165 Arvoredo",4
"420170 Ascurra",7
"420180 Atalanta",3
"420190 Aurora",2
"420195 Balneário Arroio do Silva",41
"420205 Balneário Barra do Sul",17
"420200 Balneário Camboriú",309
"420207 Balneário Gaivota",28
"421280 Balneário Piçarras",39
"422000 Balneário Rincão",36
"420208 Bandeirante",5
"420209 Barra Bonita",2
"420210 Barra Velha",16
"420213 Bela Vista do Toldo",1
"420215 Belmonte",23
"420220 Benedito Novo",5
"420230 Biguaçu",109
"420240 Blumenau",471
"420243 Bocaina do Sul",1
"420253 Bom Jesus",6
"420257 Bom Jesus do Oeste",1
"420260 Bom Retiro",10
"420245 Bombinhas",35
"420270 Botuverá",21
"420280 Braço do Norte",34
"420285 Braço do Trombudo",2
"420290 Brusque",191
"420300 Caçador",64
"420310 Caibi",31
"420315 Calmon",4
"420320 Camboriú",86
"420330 Campo Alegre",8
"420340 Campo Belo do Sul",2
"420350 Campo Erê",19
"420360 Campos Novos",29
"420370 Canelinha",24
"420380 Canoinhas",10
"420325 Capão Alto",1
"420390 Capinzal",58
"420395 Capivari de Baixo",29
"420400 Catanduvas",9
"420410 Caxambu do Sul",18
"420415 Celso Ramos",1
"420417 Cerro Negro",1
"420419 Chapadão do Lageado",2
"420420 Chapecó",668
"420425 Cocal do Sul",35
"420430 Concórdia",129
"420435 Cordilheira Alta",11
"420440 Coronel Freitas",75
"420445 Coronel Martins",5
"420455 Correia Pinto",20
"420450 Corupá",11
"420460 Criciúma",532
"420470 Cunha Porã",21
"420475 Cunhataí",6
"420480 Curitibanos",27
"420490 Descanso",42
"420500 Dionísio Cerqueira",31
"420510 Dona Emma",5
"420515 Doutor Pedrinho",2
"420517 Entre Rios",9
"420519 Ermo",4
"420520 Erval Velho",8
"420530 Faxinal dos Guedes",8
"420535 Flor do Sertão",22
"420540 Florianópolis",802
"420543 Formosa do Sul",16
"420545 Forquilhinha",44
"420550 Fraiburgo",26
"420555 Frei Rogério",1
"420560 Galvão",19
"420570 Garopaba",69
"420580 Garuva",6
"420590 Gaspar",90
"420600 Governador Celso Ramos",13
"420610 Grão Pará",4
"420620 Gravatal",12
"420630 Guabiruba",12
"420640 Guaraciaba",56
"420650 Guaramirim",77
"420660 Guarujá do Sul",9
"420665 Guatambú",24
"420670 Herval d'Oeste",44
"420675 Ibiam",9
"420680 Ibicaré",6
"420690 Ibirama",6
"420700 Içara",90
"420710 Ilhota",11
"420720 Imaruí",8
"420730 Imbituba",133
"420740 Imbuia",1
"420750 Indaial",97
"420757 Iomerê",2
"420760 Ipira",8
"420765 Iporã do Oeste",42
"420768 Ipuaçu",19
"420770 Ipumirim",5
"420775 Iraceminha",7
"420780 Irani",47
"420785 Irati",1
"420790 Irineópolis",1
"420800 Itá",11
"420810 Itaiópolis",7
"420820 Itajaí",406
"420830 Itapema",98
"420840 Itapiranga",16
"420845 Itapoá",18
"420850 Ituporanga",18
"420860 Jaborá",13
"420870 Jacinto Machado",13
"420880 Jaguaruna",52
"420890 Jaraguá do Sul",313
"420895 Jardinópolis",2
"420900 Joaçaba",57
"420910 Joinville",803
"420915 José Boiteux",1
"420917 Jupiá",1
"420920 Lacerdópolis",13
"420930 Lages",237
"420940 Laguna",96
"420945 Lajeado Grande",6
"420950 Laurentino",4
"420960 Lauro Muller",19
"420970 Lebon Régis",5
"420985 Lindóia do Sul",9
"420990 Lontras",8
"421000 Luiz Alves",24
"421003 Luzerna",3
"421005 Macieira",2
"421010 Mafra",34
"421020 Major Gercino",3
"421030 Major Vieira",3
"421040 Maracajá",6
"421050 Maravilha",130
"421055 Marema",22
"421060 Massaranduba",23
"421080 Meleiro",9
"421085 Mirim Doce",2
"421090 Modelo",14
"421100 Mondaí",8
"421105 Monte Carlo",11
"421110 Monte Castelo",7
"421120 Morro da Fumaça",15
"421125 Morro Grande",1
"421130 Navegantes",106
"421140 Nova Erechim",30
"421145 Nova Itaberaba",11
"421150 Nova Trento",51
"421160 Nova Veneza",21
"421165 Novo Horizonte",4
"421170 Orleans",31
"421175 Otacílio Costa",10
"421180 Ouro",12
"421185 Ouro Verde",4
"421187 Paial",6
"421189 Painel",1
"421190 Palhoça",203
"421200 Palma Sola",55
"421210 Palmitos",62
"421220 Papanduva",19
"421223 Paraíso",9
"421225 Passo de Torres",27
"421227 Passos Maia",4
"421230 Paulo Lopes",4
"421240 Pedras Grandes",1
"421250 Penha",31
"421260 Peritiba",9
"421265 Pescaria Brava",11
"421270 Petrolândia",4
"421290 Pinhalzinho",97
"421300 Pinheiro Preto",7
"421310 Piratuba",11
"421315 Planalto Alegre",7
"421320 Pomerode",27
"421335 Ponte Alta do Norte",1
"421340 Ponte Serrada",10
"421350 Porto Belo",20
"421360 Porto União",14
"421370 Pouso Redondo",8
"421380 Praia Grande",16
"421390 Presidente Castello Branco",5
"421400 Presidente Getúlio",5
"421415 Princesa",6
"421420 Quilombo",45
"421430 Rancho Queimado",2
"421440 Rio das Antas",6
"421460 Rio do Oeste",1
"421480 Rio do Sul",48
"421470 Rio dos Cedros",4
"421490 Rio Fortuna",4
"421500 Rio Negrinho",15
"421505 Rio Rufino",3
"421507 Riqueza",10
"421510 Rodeio",8
"421520 Romelândia",4
"421530 Salete",3
"421535 Saltinho",4
"421540 Salto Veloso",6
"421545 Sangão",16
"421550 Santa Cecília",4
"421555 Santa Helena",16
"421565 Santa Rosa do Sul",8
"421567 Santa Terezinha",1
"421568 Santa Terezinha do Progresso",13
"421569 Santiago do Sul",12
"421570 Santo Amaro da Imperatriz",34
"421580 São Bento do Sul",61
"421575 São Bernardino",1
"421600 São Carlos",19
"421605 São Cristovão do Sul",12
"421610 São Domingos",11
"421620 São Francisco do Sul",69
"421630 São João Batista",28
"421625 São João do Oeste",5
"421640 São João do Sul",4
"421650 São Joaquim",15
"421660 São José",389
"421670 São José do Cedro",65
"421680 São José do Cerrito",2
"421690 São Lourenço do Oeste",63
"421700 São Ludgero",5
"421710 São Martinho",3
"421715 São Miguel da Boa Vista",16
"421720 São Miguel do Oeste",146
"421725 São Pedro de Alcântara",18
"421730 Saudades",28
"421740 Schroeder",35
"421750 Seara",73
"421755 Serra Alta",12
"421760 Siderópolis",23
"421770 Sombrio",44
"421775 Sul Brasil",8
"421780 Taió",6
"421790 Tangará",28
"421795 Tigrinhos",9
"421800 Tijucas",74
"421810 Timbé do Sul",2
"421820 Timbó",28
"421830 Três Barras",2
"421835 Treviso",15
"421840 Treze de Maio",3
"421850 Treze Tílias",2
"421870 Tubarão",241
"421875 Tunápolis",14
"421880 Turvo",13
"421885 União do Oeste",9
"421890 Urubici",4
"421900 Urussanga",40
"421910 Vargeão",4
"421915 Vargem",3
"421917 Vargem Bonita",8
"421920 Vidal Ramos",1
"421930 Videira",61
"421935 Vitor Meireles",2
"421940 Witmarsum",1
"421950 Xanxerê",74
"421960 Xavantina",29
"421970 Xaxim",117
"421985 Zortéa",1
"430003 Aceguá",8
"430005 Água Santa",5
"430010 Agudo",11
"430020 Ajuricaba",1
"430030 Alecrim",7
"430040 Alegrete",145
"430047 Almirante Tamandaré do Sul",3
"430050 Alpestre",17
"430057 Alto Feliz",3
"430060 Alvorada",1114
"430064 Ametista do Sul",16
"430066 André da Rocha",4
"430070 Anta Gorda",11
"430080 Antônio Prado",20
"430085 Arambaré",12
"430087 Araricá",10
"430090 Aratiba",4
"430100 Arroio do Meio",13
"430105 Arroio do Sal",23
"430120 Arroio do Tigre",7
"430110 Arroio dos Ratos",41
"430130 Arroio Grande",10
"430140 Arvorezinha",2
"430150 Augusto Pestana",3
"430155 Áurea",1
"430160 Bagé",347
"430163 Balneário Pinhal",52
"430165 Barão",5
"430170 Barão de Cotegipe",11
"430175 Barão do Triunfo",7
"430185 Barra do Guarita",4
"430187 Barra do Quaraí",2
"430190 Barra do Ribeiro",15
"430192 Barra do Rio Azul",2
"430195 Barra Funda",8
"430180 Barracão",2
"430200 Barros Cassal",6
"430205 Benjamin Constant do Sul",6
"430210 Bento Gonçalves",366
"430215 Boa Vista das Missões",3
"430220 Boa Vista do Buricá",24
"430223 Boa Vista do Incra",2
"430225 Boa Vista do Sul",8
"430230 Bom Jesus",8
"430235 Bom Princípio",13
"430240 Bom Retiro do Sul",17
"430245 Boqueirão do Leão",3
"430250 Bossoroca",3
"430258 Bozano",4
"430260 Braga",7
"430265 Brochier",3
"430270 Butiá",28
"430280 Caçapava do Sul",28
"430290 Cacequi",3
"430300 Cachoeira do Sul",52
"430310 Cachoeirinha",536
"430320 Cacique Doble",7
"430330 Caibaté",1
"430340 Caiçara",13
"430350 Camaquã",100
"430355 Camargo",6
"430360 Cambará do Sul",7
"430367 Campestre da Serra",6
"430370 Campina das Missões",3
"430380 Campinas do Sul",1
"430390 Campo Bom",172
"430410 Campos Borges",5
"430420 Candelária",15
"430430 Cândido Godói",1
"430435 Candiota",6
"430440 Canela",93
"430450 Canguçu",14
"430460 Canoas",1049
"430462 Capão Bonito do Sul",3
"430463 Capão da Canoa",133
"430465 Capão do Cipó",6
"430466 Capão do Leão",20
"430468 Capela de Santana",7
"430469 Capitão",2
"430467 Capivari do Sul",8
"430471 Caraá",13
"430470 Carazinho",152
"430480 Carlos Barbosa",136
"430485 Carlos Gomes",1
"430490 Casca",18
"430495 Caseiros",6
"430500 Catuípe",3
"430510 Caxias do Sul",829
"430511 Centenário",1
"430512 Cerrito",3
"430515 Cerro Grande",3
"430517 Cerro Grande do Sul",10
"430520 Cerro Largo",4
"430530 Chapada",28
"430535 Charqueadas",182
"430537 Charrua",3
"430540 Chiapetta",2
"430543 Chuí",1
"430544 Chuvisca",2
"430545 Cidreira",42
"430550 Ciríaco",4
"430558 Colinas",4
"430560 Colorado",6
"430570 Condor",2
"430580 Constantina",12
"430583 Coqueiro Baixo",4
"430585 Coqueiros do Sul",1
"430593 Coronel Pilar",3
"430595 Cotiporã",4
"430597 Coxilha",7
"430600 Crissiumal",1
"430605 Cristal",8
"430607 Cristal do Sul",6
"430610 Cruz Alta",138
"430613 Cruzaltense",1
"430620 Cruzeiro do Sul",4
"430630 David Canabarro",9
"430632 Derrubadas",3
"430637 Dilermando de Aguiar",1
"430640 Dois Irmãos",45
"430645 Dois Lajeados",5
"430650 Dom Feliciano",9
"430660 Dom Pedrito",32
"430655 Dom Pedro de Alcântara",2
"430670 Dona Francisca",1
"430673 Doutor Maurício Cardoso",3
"430675 Doutor Ricardo",4
"430676 Eldorado do Sul",101
"430680 Encantado",30
"430690 Encruzilhada do Sul",20
"430692 Engenho Velho",3
"430695 Entre Rios do Sul",8
"430693 Entre-Ijuís",1
"430697 Erebango",4
"430700 Erechim",136
"430705 Ernestina",7
"430720 Erval Grande",8
"430730 Erval Seco",7
"430740 Esmeralda",2
"430745 Esperança do Sul",4
"430750 Espumoso",19
"430755 Estação",9
"430760 Estância Velha",113
"430770 Esteio",124
"430780 Estrela",65
"430781 Estrela Velha",3
"430786 Fagundes Varela",3
"430790 Farroupilha",113
"430800 Faxinal do Soturno",3
"430805 Faxinalzinho",1
"430807 Fazenda Vilanova",3
"430810 Feliz",22
"430820 Flores da Cunha",65
"430825 Floriano Peixoto",9
"430830 Fontoura Xavier",11
"430840 Formigueiro",4
"430843 Forquetinha",3
"430845 Fortaleza dos Valos",6
"430850 Frederico Westphalen",127
"430860 Garibaldi",72
"430865 Garruchos",1
"430870 Gaurama",5
"430880 General Câmara",3
"430885 Gentil",8
"430890 Getúlio Vargas",16
"430900 Giruá",7
"430905 Glorinha",18
"430910 Gramado",69
"430912 Gramado dos Loureiros",5
"430915 Gramado Xavier",2
"430920 Gravataí",1103
"430925 Guabiju",3
"430930 Guaíba",226
"430940 Guaporé",55
"430950 Guarani das Missões",9
"430955 Harmonia",5
"430710 Herval",1
"430957 Herveiras",1
"430960 Horizontina",25
"430965 Hulha Negra",4
"430970 Humaitá",3
"430975 Ibarama",1
"430980 Ibiaçá",12
"430990 Ibiraiaras",9
"430995 Ibirapuitã",1
"431000 Ibirubá",34
"431010 Igrejinha",112
"431020 Ijuí",24
"431030 Ilópolis",3
"431033 Imbé",85
"431036 Imigrante",2
"431040 Independência",4
"431043 Ipê",5
"431046 Ipiranga do Sul",3
"431050 Iraí",5
"431053 Itaara",2
"431055 Itacurubi",3
"431057 Itapuca",1
"431060 Itaqui",14
"431065 Itati",1
"431070 Itatiba do Sul",3
"431075 Ivorá",1
"431080 Ivoti",38
"431085 Jaboticaba",5
"431087 Jacuizinho",1
"431090 Jacutinga",2
"431100 Jaguarão",24
"431110 Jaguari",13
"431113 Jari",2
"431115 Jóia",2
"431120 Júlio de Castilhos",3
"431127 Lagoa dos Três Cantos",6
"431130 Lagoa Vermelha",82
"431125 Lagoão",2
"431140 Lajeado",232
"431142 Lajeado do Bugre",1
"431150 Lavras do Sul",5
"431160 Liberato Salzano",14
"431162 Lindolfo Collor",12
"431164 Linha Nova",2
"431170 Machadinho",7
"431175 Manoel Viana",2
"431177 Maquiné",2
"431179 Maratá",4
"431180 Marau",101
"431190 Marcelino Ramos",2
"431198 Mariana Pimentel",6
"431200 Mariano Moro",28
"431205 Marques de Souza",6
"431213 Mato Castelhano",5
"431215 Mato Leitão",3
"431220 Maximiliano de Almeida",6
"431225 Minas do Leão",8
"431230 Miraguaí",3
"431235 Montauri",8
"431237 Monte Alegre dos Campos",2
"431238 Monte Belo do Sul",2
"431240 Montenegro",191
"431244 Morrinhos do Sul",4
"431245 Morro Redondo",3
"431247 Morro Reuter",4
"431250 Mostardas",7
"431260 Muçum",11
"431261 Muitos Capões",3
"431262 Muliterno",4
"431265 Não-Me-Toque",21
"431267 Nicolau Vergueiro",1
"431270 Nonoai",11
"431275 Nova Alvorada",9
"431280 Nova Araçá",7
"431290 Nova Bassano",22
"431295 Nova Boa Vista",3
"431300 Nova Bréscia",8
"431301 Nova Candelária",3
"431303 Nova Esperança do Sul",3
"431306 Nova Hartz",41
"431308 Nova Pádua",3
"431310 Nova Palma",2
"431320 Nova Petrópolis",18
"431330 Nova Prata",44
"431333 Nova Ramada",4
"431335 Nova Roma do Sul",2
"431337 Nova Santa Rita",72
"431349 Novo Barreiro",4
"431339 Novo Cabrais",2
"431340 Novo Hamburgo",430
"431342 Novo Machado",3
"431344 Novo Tiradentes",1
"431346 Novo Xingu",8
"431350 Osório",90
"431360 Paim Filho",8
"431365 Palmares do Sul",19
"431370 Palmeira das Missões",104
"431380 Palmitinho",12
"431390 Panambi",45
"431395 Pantano Grande",3
"431400 Paraí",9
"431402 Paraíso do Sul",3
"431403 Pareci Novo",7
"431405 Parobé",89
"431407 Passo do Sobrado",4
"431410 Passo Fundo",520
"431413 Paulo Bento",2
"431415 Paverama",5
"431417 Pedras Altas",2
"431420 Pedro Osório",6
"431430 Pejuçara",5
"431440 Pelotas",663
"431442 Picada Café",1
"431445 Pinhal",5
"431446 Pinhal da Serra",2
"431447 Pinhal Grande",3
"431449 Pinheirinho do Vale",1
"431450 Pinheiro Machado",6
"431454 Pinto Bandeira",9
"431455 Pirapó",1
"431460 Piratini",10
"431470 Planalto",24
"431475 Poço das Antas",4
"431477 Pontão",8
"431478 Ponte Preta",1
"431480 Portão",64
"431490 Porto Alegre",7928
"431500 Porto Lucena",3
"431505 Porto Mauá",9
"431510 Porto Xavier",3
"431513 Pouso Novo",2
"431514 Presidente Lucena",2
"431515 Progresso",2
"431520 Putinga",5
"431530 Quaraí",7
"431531 Quatro Irmãos",2
"431532 Quevedos",2
"431535 Quinze de Novembro",2
"431540 Redentora",5
"431545 Relvado",1
"431550 Restinga Seca",9
"431555 Rio dos Índios",1
"431560 Rio Grande",994
"431570 Rio Pardo",44
"431575 Riozinho",1
"431580 Roca Sales",12
"431590 Rodeio Bonito",16
"431595 Rolador",2
"431600 Rolante",17
"431610 Ronda Alta",14
"431620 Rondinha",19
"431630 Roque Gonzales",2
"431640 Rosário do Sul",11
"431643 Saldanha Marinho",4
"431645 Salto do Jacuí",5
"431647 Salvador das Missões",1
"431650 Salvador do Sul",9
"431660 Sananduva",53
"431710 Sant'Ana do Livramento",225
"431670 Santa Bárbara do Sul",8
"431673 Santa Cecília do Sul",4
"431675 Santa Clara do Sul",9
"431680 Santa Cruz do Sul",216
"431697 Santa Margarida do Sul",1
"431690 Santa Maria",343
"431695 Santa Maria do Herval",4
"431720 Santa Rosa",78
"431725 Santa Tereza",6
"431730 Santa Vitória do Palmar",45
"431700 Santana da Boa Vista",4
"431740 Santiago",70
"431750 Santo Ângelo",67
"431760 Santo Antônio da Patrulha",111
"431770 Santo Antônio das Missões",3
"431755 Santo Antônio do Palma",4
"431775 Santo Antônio do Planalto",1
"431780 Santo Augusto",4
"431790 Santo Cristo",8
"431795 Santo Expedito do Sul",4
"431800 São Borja",132
"431805 São Domingos do Sul",6
"431810 São Francisco de Assis",5
"431820 São Francisco de Paula",21
"431830 São Gabriel",65
"431840 São Jerônimo",53
"431842 São João da Urtiga",11
"431843 São João do Polêsine",1
"431844 São Jorge",5
"431845 São José das Missões",13
"431846 São José do Herval",3
"431848 São José do Hortêncio",4
"431850 São José do Norte",30
"431860 São José do Ouro",10
"431861 São José do Sul",1
"431862 São José dos Ausentes",2
"431870 São Leopoldo",393
"431880 São Lourenço do Sul",21
"431890 São Luiz Gonzaga",28
"431900 São Marcos",30
"431910 São Martinho",13
"431920 São Nicolau",3
"431930 São Paulo das Missões",1
"431935 São Pedro da Serra",3
"431936 São Pedro das Missões",3
"431937 São Pedro do Butiá",1
"431940 São Pedro do Sul",7
"431950 São Sebastião do Caí",36
"431960 São Sepé",14
"431970 São Valentim",3
"431971 São Valentim do Sul",1
