"cidade","hanseniase"
"432280 Veranópolis",2
"432300 Viamão",8
"432310 Vicente Dutra",1
"432350 Vista Alegre",1
"500020 Água Clara",27
"500025 Alcinópolis",10
"500060 Amambai",15
"500070 Anastácio",43
"500080 Anaurilândia",9
"500085 Angélica",8
"500090 Antônio João",8
"500100 Aparecida do Taboado",32
"500110 Aquidauana",74
"500124 Aral Moreira",4
"500150 Bandeirantes",33
"500190 Bataguassu",20
"500200 Batayporã",8
"500210 Bela Vista",21
"500215 Bodoquena",83
"500220 Bonito",47
"500230 Brasilândia",18
"500240 Caarapó",13
"500260 Camapuã",19
"500270 Campo Grande",503
"500280 Caracol",7
"500290 Cassilândia",48
"500295 Chapadão do Sul",14
"500310 Corguinho",4
"500315 Coronel Sapucaia",12
"500320 Corumbá",75
"500325 Costa Rica",43
"500330 Coxim",90
"500345 Deodápolis",21
"500348 Dois Irmãos do Buriti",13
"500350 Douradina",5
"500370 Dourados",127
"500375 Eldorado",17
"500380 Fátima do Sul",30
"500390 Figueirão",3
"500400 Glória de Dourados",7
"500410 Guia Lopes da Laguna",141
"500430 Iguatemi",14
"500440 Inocência",10
"500450 Itaporã",39
"500460 Itaquiraí",19
"500470 Ivinhema",36
"500480 Japorã",8
"500490 Jaraguari",1
"500500 Jardim",75
"500510 Jateí",2
"500515 Juti",7
"500520 Ladário",8
"500525 Laguna Carapã",2
"500540 Maracaju",39
"500560 Miranda",66
"500568 Mundo Novo",24
"500570 Naviraí",139
"500580 Nioaque",36
"500600 Nova Alvorada do Sul",22
"500620 Nova Andradina",48
"500625 Novo Horizonte do Sul",7
"500627 Paraíso das Águas",7
"500630 Paranaíba",323
"500635 Paranhos",18
"500640 Pedro Gomes",44
"500660 Ponta Porã",51
"500690 Porto Murtinho",16
"500710 Ribas do Rio Pardo",49
"500720 Rio Brilhante",46
"500730 Rio Negro",26
"500740 Rio Verde de Mato Grosso",49
"500750 Rochedo",2
"500755 Santa Rita do Pardo",2
"500769 São Gabriel do Oeste",47
"500780 Selvíria",8
"500770 Sete Quedas",26
"500790 Sidrolândia",38
"500793 Sonora",35
"500795 Tacuru",12
"500797 Taquarussu",6
"500800 Terenos",10
"500830 Três Lagoas",119
"500840 Vicentina",10
"510010 Acorizal",13
"510020 Água Boa",640
"510025 Alta Floresta",502
"510030 Alto Araguaia",50
"510035 Alto Boa Vista",28
"510040 Alto Garças",39
"510050 Alto Paraguai",45
"510060 Alto Taquari",7
"510080 Apiacás",56
"510100 Araguaiana",21
"510120 Araguainha",1
"510125 Araputanga",78
"510130 Arenápolis",28
"510140 Aripuanã",60
"510160 Barão de Melgaço",81
"510170 Barra do Bugres",89
"510180 Barra do Garças",354
"510185 Bom Jesus do Araguaia",72
"510190 Brasnorte",84
"510250 Cáceres",168
"510260 Campinápolis",154
"510263 Campo Novo do Parecis",173
"510267 Campo Verde",260
"510268 Campos de Júlio",17
"510269 Canabrava do Norte",23
"510270 Canarana",247
"510279 Carlinda",98
"510285 Castanheira",104
"510300 Chapada dos Guimarães",35
"510305 Cláudia",426
"510310 Cocalinho",83
"510320 Colíder",107
"510325 Colniza",79
"510330 Comodoro",54
"510335 Confresa",244
"510336 Conquista D'Oeste",11
"510337 Cotriguaçu",40
"510340 Cuiabá",1989
"510343 Curvelândia",6
"510345 Denise",19
"510350 Diamantino",76
"510360 Dom Aquino",21
"510370 Feliz Natal",98
"510380 Figueirópolis D'Oeste",19
"510385 Gaúcha do Norte",16
"510390 General Carneiro",13
"510395 Glória D'Oeste",13
"510410 Guarantã do Norte",763
"510420 Guiratinga",14
"510450 Indiavaí",6
"510452 Ipiranga do Norte",113
"510454 Itanhangá",143
"510455 Itaúba",132
"510460 Itiquira",21
"510480 Jaciara",78
"510490 Jangada",42
"510500 Jauru",91
"510510 Juara",413
"510515 Juína",1184
"510517 Juruena",76
"510520 Juscimeira",44
"510523 Lambari D'Oeste",10
"510525 Lucas do Rio Verde",558
"510530 Luciara",12
"510558 Marcelândia",128
"510560 Matupá",151
"510562 Mirassol d'Oeste",298
"510590 Nobres",39
"510600 Nortelândia",24
"510610 Nossa Senhora do Livramento",48
"510615 Nova Bandeirantes",143
"510620 Nova Brasilândia",18
"510621 Nova Canaã do Norte",53
"510880 Nova Guarita",29
"510618 Nova Lacerda",16
"510885 Nova Marilândia",8
"510890 Nova Maringá",48
"510895 Nova Monte Verde",62
"510622 Nova Mutum",174
"510617 Nova Nazaré",61
"510623 Nova Olímpia",93
"510619 Nova Santa Helena",140
"510624 Nova Ubiratã",77
"510625 Nova Xavantina",185
"510627 Novo Horizonte do Norte",23
"510626 Novo Mundo",169
"510631 Novo Santo Antônio",14
"510628 Novo São Joaquim",37
"510629 Paranaíta",58
"510630 Paranatinga",84
"510637 Pedra Preta",88
"510642 Peixoto de Azevedo",1011
"510645 Planalto da Serra",15
"510650 Poconé",85
"510665 Pontal do Araguaia",29
"510670 Ponte Branca",56
"510675 Pontes e Lacerda",182
"510677 Porto Alegre do Norte",94
"510680 Porto dos Gaúchos",38
"510682 Porto Esperidião",14
"510685 Porto Estrela",15
"510700 Poxoréo",60
"510704 Primavera do Leste",173
"510706 Querência",588
"510715 Reserva do Cabaçal",9
"510718 Ribeirão Cascalheira",107
"510719 Ribeirãozinho",102
"510720 Rio Branco",30
"510757 Rondolândia",1
"510760 Rondonópolis",653
"510770 Rosário Oeste",231
"510775 Salto do Céu",25
"510724 Santa Carmem",78
"510774 Santa Cruz do Xingu",19
"510776 Santa Rita do Trivelato",22
"510777 Santa Terezinha",39
"510726 Santo Afonso",6
"510779 Santo Antônio do Leste",10
"510780 Santo Antônio do Leverger",271
"510785 São Félix do Araguaia",91
"510729 São José do Povo",8
"510730 São José do Rio Claro",136
"510735 São José do Xingu",21
"510710 São José dos Quatro Marcos",74
"510740 São Pedro da Cipa",14
"510787 Sapezal",113
"510788 Serra Nova Dourada",3
"510790 Sinop",2788
"510792 Sorriso",679
"510794 Tabaporã",54
"510795 Tangará da Serra",401
"510800 Tapurah",235
"510805 Terra Nova do Norte",97
"510810 Tesouro",16
"510820 Torixoréu",14
"510830 União do Sul",34
"510835 Vale de São Domingos",13
"510840 Várzea Grande",1371
"510850 Vera",70
"510550 Vila Bela da Santíssima Trindade",31
"510860 Vila Rica",167
"520005 Abadia de Goiás",24
"520010 Abadiânia",8
"520013 Acreúna",69
"520015 Adelândia",11
"520017 Água Fria de Goiás",19
"520020 Água Limpa",1
"520025 Águas Lindas de Goiás",228
"520030 Alexânia",18
"520050 Aloândia",1
"520055 Alto Horizonte",15
"520060 Alto Paraíso de Goiás",6
"520080 Alvorada do Norte",47
"520082 Amaralina",8
"520085 Americano do Brasil",14
"520090 Amorinópolis",5
"520110 Anápolis",264
"520120 Anhanguera",1
"520130 Anicuns",36
"520140 Aparecida de Goiânia",1104
"520145 Aparecida do Rio Doce",4
"520150 Aporé",1
"520160 Araçu",7
"520170 Aragarças",38
"520180 Aragoiânia",25
"520215 Araguapaz",15
"520235 Arenópolis",5
"520250 Aruanã",20
"520260 Aurilândia",14
"520280 Avelinópolis",12
"520310 Baliza",11
"520320 Barro Alto",29
"520330 Bela Vista de Goiás",43
"520340 Bom Jardim de Goiás",26
"520350 Bom Jesus de Goiás",44
"520355 Bonfinópolis",18
"520357 Bonópolis",3
"520360 Brazabrantes",3
"520380 Britânia",46
"520390 Buriti Alegre",12
"520393 Buriti de Goiás",8
"520396 Buritinópolis",17
"520400 Cabeceiras",3
"520410 Cachoeira Alta",17
"520420 Cachoeira de Goiás",5
"520425 Cachoeira Dourada",17
"520430 Caçu",8
"520440 Caiapônia",33
"520450 Caldas Novas",84
"520455 Caldazinha",5
"520460 Campestre de Goiás",6
"520465 Campinaçu",7
"520470 Campinorte",17
"520480 Campo Alegre de Goiás",3
"520485 Campo Limpo de Goiás",6
"520490 Campos Belos",41
"520495 Campos Verdes",33
"520500 Carmo do Rio Verde",15
"520505 Castelândia",6
"520510 Catalão",70
"520520 Caturaí",6
"520530 Cavalcante",11
"520540 Ceres",59
"520545 Cezarina",15
"520547 Chapadão do Céu",4
"520549 Cidade Ocidental",44
"520551 Cocalzinho de Goiás",30
"520552 Colinas do Sul",8
"520570 Córrego do Ouro",2
"520580 Corumbá de Goiás",5
"520590 Corumbaíba",17
"520620 Cristalina",42
"520630 Cristianópolis",1
"520640 Crixás",59
"520650 Cromínia",1
"520670 Damianópolis",5
"520680 Damolândia",2
"520690 Davinópolis",1
"520710 Diorama",7
"520830 Divinópolis de Goiás",10
"520725 Doverlândia",24
"520735 Edealina",7
"520740 Edéia",13
"520750 Estrela do Norte",10
"520753 Faina",34
"520760 Fazenda Nova",17
"520780 Firminópolis",15
"520790 Flores de Goiás",25
"520800 Formosa",84
"520810 Formoso",6
"520840 Goianápolis",27
"520850 Goiandira",4
"520860 Goianésia",138
"520870 Goiânia",977
"520880 Goianira",117
"520890 Goiás",126
"520910 Goiatuba",33
"520915 Gouvelândia",29
"520920 Guapó",33
"520929 Guaraíta",4
"520940 Guarani de Goiás",12
"520945 Guarinos",7
"520960 Heitoraí",4
"520970 Hidrolândia",25
"520980 Hidrolina",6
"520990 Iaciara",9
"520993 Inaciolândia",16
"520995 Indiara",26
"521000 Inhumas",63
"521010 Ipameri",25
"521015 Ipiranga de Goiás",14
"521020 Iporá",52
"521030 Israelândia",4
"521040 Itaberaí",84
"521056 Itaguari",11
"521060 Itaguaru",9
"521080 Itajá",5
"521090 Itapaci",51
"521100 Itapirapuã",39
"521120 Itapuranga",35
"521130 Itarumã",20
"521140 Itauçu",5
"521150 Itumbiara",120
"521160 Ivolândia",3
"521170 Jandaia",13
"521180 Jaraguá",117
"521190 Jataí",72
"521200 Jaupaci",7
"521205 Jesúpolis",5
"521210 Joviânia",10
"521220 Jussara",162
"521225 Lagoa Santa",2
"521230 Leopoldo de Bulhões",5
"521250 Luziânia",111
"521260 Mairipotaba",4
"521270 Mambaí",25
"521280 Mara Rosa",23
"521290 Marzagão",3
"521295 Matrinchã",12
"521300 Maurilândia",12
"521305 Mimoso de Goiás",8
"521308 Minaçu",145
"521310 Mineiros",57
"521340 Moiporá",2
"521350 Monte Alegre de Goiás",36
"521370 Montes Claros de Goiás",34
"521375 Montividiu",4
"521377 Montividiu do Norte",9
"521380 Morrinhos",37
"521385 Morro Agudo de Goiás",2
"521390 Mossâmedes",6
"521400 Mozarlândia",47
"521405 Mundo Novo",28
"521410 Mutunópolis",11
"521440 Nazário",32
"521450 Nerópolis",44
"521460 Niquelândia",153
"521470 Nova América",1
"521483 Nova Crixás",62
"521486 Nova Glória",21
"521487 Nova Iguaçu de Goiás",3
"521490 Nova Roma",14
"521500 Nova Veneza",9
"521520 Novo Brasil",9
"521523 Novo Gama",52
"521525 Novo Planalto",13
"521530 Orizona",9
"521540 Ouro Verde de Goiás",2
"521550 Ouvidor",5
"521560 Padre Bernardo",71
"521565 Palestina de Goiás",3
"521570 Palmeiras de Goiás",29
"521580 Palmelo",1
"521590 Palminópolis",2
"521600 Panamá",3
"521630 Paranaiguara",4
"521640 Paraúna",21
"521680 Petrolina de Goiás",8
"521690 Pilar de Goiás",2
"521710 Piracanjuba",39
"521720 Piranhas",37
"521730 Pirenópolis",36
"521740 Pires do Rio",12
"521760 Planaltina",53
"521770 Pontalina",51
"521800 Porangatu",157
"521805 Porteirão",7
"521810 Portelândia",2
"521830 Posse",53
"521839 Professor Jamil",10
"521850 Quirinópolis",52
"521860 Rialma",21
"521870 Rianápolis",21
"521878 Rio Quente",4
"521880 Rio Verde",178
"521890 Rubiataba",43
"521900 Sanclerlândia",12
"521910 Santa Bárbara de Goiás",12
"521920 Santa Cruz de Goiás",6
"521925 Santa Fé de Goiás",21
"521930 Santa Helena de Goiás",54
"521935 Santa Isabel",9
"521940 Santa Rita do Araguaia",7
"521945 Santa Rita do Novo Destino",4
"521950 Santa Rosa de Goiás",5
"521960 Santa Tereza de Goiás",12
"521970 Santa Terezinha de Goiás",66
"521971 Santo Antônio da Barra",8
"521973 Santo Antônio de Goiás",10
"521975 Santo Antônio do Descoberto",25
"521980 São Domingos",10
"521990 São Francisco de Goiás",5
"522000 São João d'Aliança",7
"522005 São João da Paraúna",1
"522010 São Luís de Montes Belos",43
"522015 São Luíz do Norte",18
"522020 São Miguel do Araguaia",178
"522026 São Miguel do Passa Quatro",3
"522028 São Patrício",1
"522040 São Simão",14
"522045 Senador Canedo",279
"522050 Serranópolis",2
"522060 Silvânia",16
"522068 Simolândia",23
"522070 Sítio d'Abadia",1
"522100 Taquaral de Goiás",6
"522108 Teresina de Goiás",12
"522119 Terezópolis de Goiás",9
"522130 Três Ranchos",2
"522140 Trindade",286
"522145 Trombas",12
"522150 Turvânia",20
"522155 Turvelândia",3
"522157 Uirapuru",11
"522160 Uruaçu",96
"522170 Uruana",18
"522180 Urutaí",4
"522185 Valparaíso de Goiás",92
"522190 Varjão",8
"522200 Vianópolis",11
"522205 Vicentinópolis",19
"522220 Vila Boa",8
"522230 Vila Propício",6
"530010 Brasília",1206
"000000 Ignorado ou exterior",20
